# צבירה חוצת-מבחנים · קורפוס=22 מבחנים · פריטים ייחודיים=4254
מנורמל	ייצוג	סוג	תוצאה	התאמה	מועדים	הופעות	ממוצע-שאלה	ציטוטים
סלל	סלל	analogy	miss		1	1	3.0	summer_2025·פרק1·ש3·מסיח 2
סלע	סלע	analogy	close	סלע	1	1	3.0	summer_2025·פרק1·ש3·מסיח 4
סמוך	סמוך	completion	close	סמכ	1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 3
סמיכות	סמיכות	analogy	close	סמכ	1	1	3.0	2020_spring·פרק1·ש3·מסיח 4
סמך	סמך	completion	close	סמכ	1	1	0.0	spring_2024·פרק1·ש16·אפשרות 4
סמכא	סמכא	completion	close	סמכ	1	1	0.0	spring_2023·פרק2·ש7·אפשרות 2
סמכו	סמכו	completion	close	סמכ	1	1	0.0	autumn_2021·פרק2·ש12·אפשרות 1
סנגור	סנגור	analogy	full	סנגור	1	1	2.0	autumn_2025·פרק1·ש2·רגל
סנדל	סנדל	analogy	miss		1	1	4.0	summer_2022·פרק2·ש4·מסיח 2
סנטימטר	סנטימטר	analogy	close	סנט	1	1	2.0	summer_2024·פרק2·ש2·מסיח 2
סעד את ליבו	סעד את ליבו	analogy	full	סעד את ליבו	1	1	4.0	autumn_2023·פרק2·ש4·מסיח 4
סף	סף	completion	miss		1	1	0.0	2019_winter·פרק2·ש9·אפשרות 2
ספה	ספה	analogy	miss		1	1	5.0	2020_spring·פרק1·ש5·מסיח 3
ספורים	ספורים	completion	full	ספר	1	1	0.0	autumn_2025·פרק2·ש16·אפשרות 1
ספינה"	ספינה"	completion	close	ספנ	1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 2
ספן	ספן	analogy	full	ספן	1	1	6.0	spring_2025·פרק1·ש6·מסיח 2
ספסל	ספסל	analogy	close	פסל	1	1	5.0	summer_2022·פרק2·ש5·מסיח 1
ספקות	ספקות	completion	close	ספק	1	1	0.0	summer_2023·פרק2·ש16·אפשרות 2
ספקן	ספקן	analogy	close	ספק	1	1	4.0	autumn_2024·פרק1·ש4·מסיח 1
ספרה	ספרה	analogy	close	ספר	1	1	5.0	2019_spring·פרק1·ש5·לא-זוהה
ספרות	ספרות	completion	full	ספר	1	1	0.0	summer_2024·פרק2·ש9·אפשרות 1
ספרותית	ספרותית	completion	close	ספר	1	1	0.0	winter_2022·פרק1·ש8·אפשרות 4
ספרייה	ספרייה	analogy	close	ספר	1	1	4.0	winter_2022·פרק1·ש4·מסיח 4
סקירת	סקירת	completion	close	קרת	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 3
סקרנות	סקרנות	analogy	close	קרנ	1	1	6.0	spring_2023·פרק1·ש6·רגל
סרטון	סרטון	analogy	close	רטנ	1	1	6.0	summer_2023·פרק1·ש6·מסיח 3
סתור	סתור	analogy	full	סתור	1	1	6.0	spring_2024·פרק2·ש6·מסיח 1
סתירות	סתירות	completion	full	סתור	1	1	0.0	autumn_2023·פרק2·ש15·אפשרות 2
סתת	סתת	analogy	full	סתת	1	1	3.0	autumn_2025·פרק2·ש3·מסיח 3
עבודתו	עבודתו	completion	close	דתו	1	1	0.0	spring_2023·פרק2·ש7·אפשרות 3
עברי	עברי	completion	close	עבר	1	1	0.0	summer_2025·פרק1·ש16·אפשרות 1
עבריין	עבריין	analogy	close	עבר	1	1	5.0	2020_winter·פרק2·ש5·מסיח 3
עגול	עגול	analogy	close	עגל	1	1	5.0	autumn_2023·פרק1·ש5·מסיח 1
עגלון	עגלון	analogy	full	עגלון	1	1	2.0	2020_autumn·פרק2·ש2·רגל
עגן	עגן	analogy	full	עגן	1	1	2.0	summer_2025·פרק2·ש2·רגל
עדים	עדים	analogy	miss		1	1	4.0	winter_2023·פרק2·ש4·מסיח 1
עדיפות	עדיפות	completion	miss		1	1	0.0	summer_2021·פרק1·ש10·אפשרות 2
עדר	עדר	analogy	miss		1	1	2.0	2020_winter·פרק2·ש2·רגל
עדשות	עדשות	analogy	miss		1	1	4.0	2019_winter·פרק2·ש4·רגל
עובד	עובד	analogy	miss		1	1	2.0	spring_2022·פרק1·ש2·רגל
עובר	עובר	analogy	close	עבר	1	1	2.0	summer_2022·פרק2·ש2·מסיח 2
עוברת	עוברת	completion	close	עבר	1	1	0.0	2019_winter·פרק2·ש10·אפשרות 1
עוגה	עוגה	analogy	full	עגה	1	1	3.0	summer_2021·פרק1·ש3·מסיח 1
עוגות	עוגות	completion	miss		1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 4
עוגן	עוגן	analogy	full	עגן	1	1	1.0	winter_2023·פרק1·ש1·רגל
עודד	עודד	analogy	miss		1	1	4.0	autumn_2024·פרק2·ש4·מסיח 4
עודנה	עודנה	completion	full	עדנה	1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 2
עודף	עודף	completion	miss		1	1	0.0	autumn_2023·פרק2·ש14·אפשרות 1
עוול	עוול	completion	full	עול	1	1	0.0	2019_winter·פרק1·ש13·אפשרות ?
עולים	עולים	completion	full	עול	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
עולל	עולל	analogy	full	עולל	1	1	2.0	2020_autumn·פרק1·ש2·מסיח 4
עולמם	עולמם	completion	full	עלומים	1	1	0.0	summer_2023·פרק1·ש10·אפשרות 1
עומד בדיבורו	עומד בדיבורו	analogy	close	עמד	1	1	3.0	2020_summer·פרק1·ש3·מסיח 2
עומד בניסיון	עומד בניסיון	analogy	close	עמד	1	1	3.0	2020_summer·פרק1·ש3·רגל
עומד בעינו	עומד בעינו	analogy	close	עמד	1	1	3.0	2020_summer·פרק1·ש3·מסיח 3
עומד מלכת	עומד מלכת	analogy	close	עמד	1	1	3.0	2020_summer·פרק1·ש3·מסיח 1
עומד מנגד	עומד מנגד	analogy	full	עמד מנגד	1	1	3.0	2020_summer·פרק1·ש3·מסיח 4
עומדת	עומדת	completion	close	עמד	1	1	0.0	autumn_2023·פרק2·ש15·אפשרות 1
עומס	עומס	analogy	miss		1	1	2.0	spring_2024·פרק1·ש2·מסיח 4
עורג	עורג	completion	full	ערג	1	1	0.0	spring_2024·פרק2·ש11·אפשרות 2
עורך דין	עורך דין	analogy	miss		1	1	2.0	spring_2022·פרק1·ש2·מסיח 3
עורמה	עורמה	analogy	close	רמה	1	1	6.0	spring_2023·פרק1·ש6·מסיח 2
עושים	עושים	completion	miss		1	1	0.0	winter_2023·פרק1·ש11·אפשרות 3
עזב	עזב	analogy	close	עזב	1	1	2.0	2020_summer·פרק1·ש2·מסיח 1
עזה	עזה	completion	miss		1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
עזר	עזר	analogy	miss		1	1	6.0	2020_winter·פרק2·ש6·רגל
עטו	עטו	completion	miss		1	1	0.0	winter_2022·פרק2·ש13·אפשרות 3
עיוורון	עיוורון	analogy	miss		1	1	1.0	summer_2022·פרק1·ש1·מסיח 1
עיוות	עיוות	completion	full	עווית	1	1	0.0	winter_2022·פרק2·ש13·אפשרות 2
עיטוש	עיטוש	analogy	miss		1	1	1.0	summer_2021·פרק1·ש1·מסיח 3
עייף	עייף	analogy	miss		1	1	4.0	spring_2025·פרק2·ש4·מסיח 3
עייפות	עייפות	analogy	miss		1	1	6.0	spring_2023·פרק1·ש6·מסיח 3
עיירה	עיירה	analogy	close	ערה	1	1	6.0	summer_2026·פרק1·ש6·רגל
עיכוב	עיכוב	analogy	miss		1	1	5.0	autumn_2023·פרק2·ש5·מסיח 4
עילגת	עילגת	completion	close	עלג	1	1	0.0	spring_2022·פרק1·ש9·אפשרות 3
עימו	עימו	completion	close	עמו	1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 3
עיניהם	עיניהם	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות 3
עיקם	עיקם	analogy	miss		1	1	5.0	2020_autumn·פרק1·ש5·מסיח 1
עיר רפאים	עיר רפאים	analogy	close	עיר	1	1	6.0	autumn_2024·פרק1·ש6·רגל
עירום	עירום	analogy	close	ערמ	1	1	2.0	summer_2022·פרק2·ש2·רגל
עישון	עישון	completion	miss		1	1	0.0	summer_2022·פרק2·ש15·אפשרות 3
עכור	עכור	analogy	full	עכור	1	1	6.0	summer_2025·פרק1·ש6·מסיח 2
עכשיו	עכשיו	completion	miss		1	1	0.0	summer_2023·פרק1·ש9·אפשרות 4
על אפו ועל חמתו	על אפו ועל חמתו	analogy	close	חמתו	1	1	2.0	autumn_2024·פרק2·ש2·מסיח 3
על גבי	על גבי	analogy	miss		1	1	3.0	spring_2023·פרק2·ש3·רגל
על רגל אחת	על רגל אחת	analogy	miss		1	1	2.0	autumn_2024·פרק2·ש2·מסיח 2
עלבון	עלבון	analogy	close	לבנ	1	1	4.0	autumn_2025·פרק1·ש4·מסיח 1
עלה על יצועו	עלה על יצועו	analogy	close	יצע	1	1	6.0	spring_2023·פרק1·ש6·מסיח 3
עלו	עלו	completion	miss		1	1	0.0	summer_2024·פרק1·ש16·אפשרות 2
עלוב	עלוב	completion	miss		1	1	0.0	summer_2026·פרק1·ש8·אפשרות 3
עלולים	עלולים	completion	full	עולל	1	1	0.0	2020_spring·פרק1·ש11·אפשרות 3
עלום	עלום	analogy	full	עלום	1	1	2.0	summer_2022·פרק2·ש2·מסיח 3
עליה	עליה	completion	close	עלה	1	1	0.0	summer_2023·פרק2·ש16·אפשרות 1
עליונה	עליונה	completion	miss		1	1	0.0	2020_summer·פרק1·ש8·אפשרות ?
עליך	עליך	completion	miss		1	1	0.0	autumn_2024·פרק1·ש15·אפשרות 4
עלילה	עלילה	analogy	full	עלילה	1	1	6.0	summer_2025·פרק2·ש6·מסיח 4
עלעל	עלעל	analogy	full	עלעל	1	1	4.0	spring_2022·פרק1·ש4·מסיח 2
עמד	עמד	analogy	close	עמד	1	1	2.0	summer_2025·פרק2·ש2·מסיח 3
עמד בסירובו	עמד בסירובו	analogy	close	עמד	1	1	5.0	autumn_2025·פרק1·ש5·מסיח 1
עמד לדין	עמד לדין	analogy	close	עמד	1	1	5.0	2019_winter·פרק2·ש5·מסיח 1
עמד לימינו	עמד לימינו	analogy	full	עמד לימינו	1	1	5.0	2019_winter·פרק2·ש5·מסיח 3
עמד מלכת	עמד מלכת	analogy	close	עמד	1	1	5.0	2019_winter·פרק2·ש5·מסיח 4
עמד מנגד	עמד מנגד	analogy	full	עמד מנגד	1	1	5.0	2019_winter·פרק2·ש5·מסיח 2
עמדו	עמדו	completion	close	עמד	1	1	0.0	2019_winter·פרק2·ש9·אפשרות 2
עמדו על טיבו	עמדו על טיבו	analogy	close	עמד	1	1	5.0	autumn_2021·פרק1·ש5·רגל
עמדות	עמדות	analogy	close	עמד	1	1	2.0	spring_2022·פרק2·ש2·מסיח 1
עמדותיו	עמדותיו	completion	close	עמד	1	1	0.0	2020_summer·פרק2·ש11·אפשרות 2
עמדתם	עמדתם	completion	close	עמד	1	1	0.0	summer_2025·פרק2·ש7·אפשרות 3
עמיתו	עמיתו	completion	miss		1	1	0.0	summer_2026·פרק2·ש14·אפשרות 4
עמיתים	עמיתים	analogy	miss		1	1	3.0	summer_2025·פרק2·ש3·מסיח 2
עמל	עמל	analogy	full	עמל	1	1	6.0	winter_2023·פרק2·ש6·רגל
עמלים	עמלים	completion	full	עמל	1	1	0.0	spring_2025·פרק2·ש16·אפשרות 4
עמלם	עמלם	completion	close	עמל	1	1	0.0	2019_spring·פרק2·ש13·אפשרות ?
ענבים	ענבים	completion	miss		1	1	0.0	summer_2022·פרק1·ש10·אפשרות 1
ענד	ענד	analogy	miss		1	1	1.0	spring_2022·פרק2·ש1·מסיח 4
ענה	ענה	analogy	miss		1	1	4.0	2020_spring·פרק1·ש4·מסיח 1
ענוג	ענוג	analogy	miss		1	1	6.0	summer_2025·פרק1·ש6·מסיח 3
ענווה	ענווה	analogy	miss		1	1	5.0	autumn_2025·פרק2·ש5·מסיח 1
ענוותנות	ענוותנות	analogy	close	נתנ	1	1	6.0	summer_2024·פרק1·ש6·מסיח 4
עני	עני	analogy	miss		1	1	3.0	2019_winter·פרק2·ש3·מסיח 4
ענף	ענף	analogy	full	ענף	1	1	2.0	2020_winter·פרק2·ש2·מסיח 1
עפעף	עפעף	analogy	close	עפעפ	1	1	4.0	spring_2022·פרק1·ש4·מסיח 4
עצבות	עצבות	analogy	miss		1	1	6.0	spring_2023·פרק1·ש6·מסיח 1
עצוב	עצוב	analogy	miss		1	1	2.0	summer_2026·פרק2·ש2·מסיח 1
עצום	עצום	analogy	close	עצמ	1	1	6.0	2019_winter·פרק1·ש6·מסיח 3
עציץ	עציץ	analogy	miss		1	1	3.0	2020_autumn·פרק1·ש3·מסיח 3
עצל	עצל	analogy	miss		1	1	5.0	winter_2022·פרק2·ש5·מסיח 2
עצמאותו	עצמאותו	completion	close	עצמ	1	1	0.0	spring_2023·פרק2·ש8·אפשרות 1
עצתו	עצתו	completion	miss		1	1	0.0	summer_2023·פרק2·ש16·אפשרות 1
עקב אכילס	עקב אכילס	analogy	full	עקב אכילס	1	1	5.0	winter_2022·פרק1·ש5·רגל
עקבות	עקבות	analogy	close	עקב	1	1	6.0	spring_2023·פרק2·ש6·מסיח 3
עקביות	עקביות	completion	close	עקב	1	1	0.0	2019_spring·פרק1·ש13·אפשרות ?
עקור	עקור	analogy	full	עקר	1	1	1.0	2019_spring·פרק1·ש1·לא-זוהה
עקרונות	עקרונות	completion	close	קרנ	1	1	0.0	summer_2024·פרק2·ש9·אפשרות 4
ערב	ערב	analogy	full	ערב	1	1	2.0	spring_2023·פרק1·ש2·מסיח 1
ערבים	ערבים	analogy	full	ערב	1	1	3.0	spring_2025·פרק2·ש3·מסיח 2
ערג	ערג	analogy	full	ערג	1	1	6.0	spring_2022·פרק2·ש6·רגל
ערובה	ערובה	completion	close	ערב	1	1	0.0	2020_spring·פרק2·ש8·אפשרות 1
ערים	ערים	completion	full	עיר	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 2
ערך	ערך	completion	miss		1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 4
עשב	עשב	analogy	miss		1	1	2.0	2019_winter·פרק2·ש2·מסיח 4
עשו	עשו	completion	miss		1	1	0.0	2020_autumn·פרק2·ש16·אפשרות 4
עשוי בקפידה	עשוי בקפידה	analogy	close	קפד	1	1	4.0	autumn_2024·פרק1·ש4·מסיח 2
עשויים	עשויים	completion	miss		1	1	0.0	2020_summer·פרק1·ש9·אפשרות 1
עשיית	עשיית	completion	close	עשת	1	1	0.0	summer_2021·פרק1·ש12·אפשרות 2
עשירים	עשירים	completion	miss		1	1	0.0	2020_spring·פרק1·ש9·אפשרות 4
עתיד	עתיד	completion	close	עתד	1	1	0.0	summer_2022·פרק1·ש9·אפשרות 2
עתידה	עתידה	completion	close	עתד	1	1	0.0	2020_spring·פרק2·ש8·אפשרות 2
פגוע	פגוע	analogy	miss		1	1	5.0	summer_2026·פרק1·ש5·מסיח 3
פגז	פגז	analogy	miss		1	1	1.0	autumn_2023·פרק2·ש1·מסיח 2
פגיון	פגיון	analogy	full	פגיון	1	1	3.0	autumn_2024·פרק1·ש3·מסיח 1
פגישה	פגישה	analogy	miss		1	1	6.0	winter_2023·פרק1·ש6·מסיח 1
פגם	פגם	analogy	miss		1	1	1.0	2019_spring·פרק1·ש1·רגל
פדנטיות	פדנטיות	analogy	miss		1	1	6.0	summer_2024·פרק1·ש6·רגל
פה	פה	analogy	miss		1	1	3.0	2019_winter·פרק1·ש3·מסיח 3
פוגעת	פוגעת	completion	miss		1	1	0.0	2020_autumn·פרק1·ש12·אפשרות 2
פוטנציאליים	פוטנציאליים	completion	close	אלמ	1	1	0.0	spring_2025·פרק1·ש12·אפשרות 1
פומבי	פומבי	completion	miss		1	1	0.0	spring_2025·פרק1·ש12·אפשרות 1
פופולריים	פופולריים	completion	miss		1	1	0.0	summer_2026·פרק1·ש9·אפשרות 1
פוקד	פוקד	analogy	full	פקד	1	1	4.0	autumn_2023·פרק2·ש4·רגל
פושעים	פושעים	completion	miss		1	1	0.0	spring_2025·פרק1·ש12·אפשרות 1
פותר	פותר	analogy	miss		1	1	6.0	summer_2022·פרק1·ש6·מסיח 2
פזיזות	פזיזות	analogy	full	פזיז	1	1	2.0	winter_2022·פרק2·ש2·מסיח 1
פזמון	פזמון	analogy	miss		1	1	3.0	autumn_2021·פרק2·ש3·מסיח 4
פזרן	פזרן	analogy	full	פזרן	1	1	1.0	summer_2021·פרק2·ש1·מסיח 4
פחותה	פחותה	completion	close	חתה	1	1	0.0	2019_spring·פרק1·ש12·אפשרות ?
פטיש	פטיש	analogy	miss		1	1	4.0	2019_spring·פרק1·ש4·לא-זוהה
פטפוט	פטפוט	analogy	miss		1	1	2.0	summer_2023·פרק1·ש2·מסיח 3
פטפטן	פטפטן	completion	miss		1	1	0.0	spring_2022·פרק2·ש15·אפשרות 4
פטר	פטר	analogy	close	פטר	1	1	1.0	autumn_2021·פרק2·ש1·מסיח 4
פיה	פיה	completion	miss		1	1	0.0	summer_2023·פרק2·ש15·אפשרות 2
פיהוק	פיהוק	analogy	miss		1	1	1.0	summer_2021·פרק1·ש1·מסיח 1
פיהק	פיהק	analogy	miss		1	1	5.0	2019_spring·פרק2·ש5·לא-זוהה
פיטורין	פיטורין	analogy	close	פטר	1	1	3.0	winter_2022·פרק2·ש3·מסיח 1
פייס	פייס	analogy	miss		1	1	6.0	winter_2023·פרק1·ש6·מסיח 4
פיל	פיל	analogy	miss		1	1	3.0	spring_2024·פרק2·ש3·מסיח 2
פילוסופיה	פילוסופיה	analogy	close	פלס	1	1	5.0	summer_2023·פרק2·ש5·מסיח 2
פיסוק	פיסוק	analogy	miss		1	1	1.0	2020_winter·פרק2·ש1·מסיח 1
פיצי	פיצי	completion	miss		1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
פירות	פירות	analogy	full	פור	1	1	3.0	2019_spring·פרק2·ש3·לא-זוהה
פירש	פירש	analogy	close	פרש	1	1	3.0	summer_2026·פרק2·ש3·מסיח 3
פישט	פישט	analogy	close	פשט	1	1	6.0	winter_2022·פרק1·ש6·מסיח 4
פיתוח	פיתוח	completion	miss		1	1	0.0	2019_winter·פרק2·ש9·אפשרות 4
פלבל	פלבל	analogy	close	לבל	1	1	4.0	spring_2022·פרק1·ש4·מסיח 4
פלח	פלח	analogy	full	פילח	1	1	1.0	summer_2025·פרק1·ש1·רגל
פלך	פלך	analogy	full	פלך	1	1	6.0	summer_2023·פרק2·ש6·רגל
פלס	פלס	analogy	full	פילס	1	1	4.0	summer_2024·פרק2·ש4·מסיח 3
פן	פן	completion	full	פן	1	1	0.0	summer_2023·פרק1·ש9·אפשרות 2
פנו	פנו	completion	miss		1	1	0.0	spring_2025·פרק1·ש11·אפשרות 3
פניהם	פניהם	completion	close	פנה	1	1	0.0	autumn_2025·פרק1·ש11·אפשרות 3
פניהן	פניהן	completion	close	פנה	1	1	0.0	autumn_2025·פרק2·ש16·אפשרות 1
פניו	פניו	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות 1
פנים	פנים	analogy	full	פן	1	1	6.0	autumn_2021·פרק2·ש6·מסיח 4
פנינו	פנינו	completion	miss		1	1	0.0	2020_spring·פרק1·ש11·אפשרות ?
פנכה	פנכה	completion	full	פנכה	1	1	0.0	summer_2025·פרק1·ש15·אפשרות 3
פנס	פנס	analogy	miss		1	1	5.0	spring_2023·פרק1·ש5·מסיח 1
פס	פס	analogy	miss		1	1	2.0	winter_2023·פרק2·ש2·רגל
פסול	פסול	analogy	close	פסל	1	1	5.0	summer_2026·פרק1·ש5·מסיח 1
פסים	פסים	analogy	miss		1	1	3.0	spring_2024·פרק2·ש3·מסיח 1
פסל	פסל	analogy	close	פסל	1	1	5.0	autumn_2024·פרק2·ש5·מסיח 2
פסלון	פסלון	analogy	close	פסל	1	1	5.0	autumn_2024·פרק2·ש5·מסיח 2
פסנתר	פסנתר	analogy	close	נתר	1	1	4.0	2019_winter·פרק2·ש4·מסיח 2
פסע	פסע	analogy	miss		1	1	6.0	spring_2023·פרק2·ש6·מסיח 3
פעוט	פעוט	analogy	full	פעוט	1	1	5.0	autumn_2024·פרק2·ש5·מסיח 3
פעוטון	פעוטון	analogy	close	פעט	1	1	5.0	autumn_2024·פרק2·ש5·מסיח 3
פעולה	פעולה	completion	close	עלה	1	1	0.0	summer_2021·פרק1·ש11·אפשרות 1
פער	פער	completion	full	פעור	1	1	0.0	summer_2025·פרק2·ש8·אפשרות 4
פפריקה	פפריקה	analogy	close	רקה	1	1	5.0	2020_spring·פרק1·ש5·רגל
פצוע	פצוע	analogy	close	פצע	1	1	2.0	summer_2026·פרק2·ש2·מסיח 2
פציעה	פציעה	analogy	close	פצע	1	1	6.0	spring_2023·פרק1·ש6·מסיח 4
פצע	פצע	analogy	close	פצע	1	1	6.0	2020_summer·פרק2·ש6·מסיח 4
פקע	פקע	analogy	close	פקע	1	1	3.0	winter_2023·פרק2·ש3·מסיח 4
פקפק	פקפק	analogy	full	פקפק	1	1	6.0	spring_2025·פרק1·ש6·מסיח 3
פרחוני	פרחוני	analogy	close	פרח	1	1	5.0	spring_2022·פרק2·ש5·מסיח 3
פרחי	פרחי	completion	close	פרח	1	1	0.0	summer_2022·פרק2·ש16·אפשרות 4
פרחים	פרחים	completion	close	פרח	1	1	0.0	summer_2022·פרק2·ש16·אפשרות 4
פרט	פרט	completion	miss		1	1	0.0	spring_2024·פרק2·ש10·אפשרות 1
פרטים	פרטים	completion	miss		1	1	0.0	summer_2022·פרק1·ש9·אפשרות 3
פרי הדר	פרי הדר	analogy	close	פרי	1	1	1.0	winter_2023·פרק2·ש1·רגל
פריטה	פריטה	analogy	close	רטה	1	1	2.0	summer_2023·פרק2·ש2·מסיח 1
פרימה	פרימה	analogy	close	פרמ	1	1	2.0	summer_2023·פרק2·ש2·מסיח 4
פריעה	פריעה	analogy	close	פרע	1	1	3.0	2020_spring·פרק2·ש3·רגל
פרנסה	פרנסה	analogy	miss		1	1	5.0	summer_2024·פרק2·ש5·מסיח 1
פרסומות	פרסומות	analogy	close	פרס	1	1	6.0	2020_autumn·פרק1·ש6·מסיח 4
פרסות	פרסות	analogy	close	פרס	1	1	3.0	spring_2024·פרק2·ש3·מסיח 3
פרפר	פרפר	analogy	miss		1	1	2.0	spring_2025·פרק1·ש2·מסיח 2
פרץ	פרץ	analogy	full	פריץ	1	1	4.0	spring_2023·פרק1·ש4·מסיח 1
פרצו	פרצו	completion	close	פרצ	1	1	0.0	autumn_2024·פרק2·ש14·אפשרות 4
פרק עול	פרק עול	analogy	full	פרק עול	1	1	1.0	2020_winter·פרק1·ש1·מסיח 1
פרשן	פרשן	analogy	close	פרש	1	1	3.0	summer_2026·פרק2·ש3·מסיח 3
פשט יד	פשט יד	analogy	close	פשט	1	1	3.0	summer_2026·פרק1·ש3·מסיח 4
פשט ידו	פשט ידו	analogy	full	פשט ידו	1	1	4.0	autumn_2023·פרק2·ש4·מסיח 3
פשטני	פשטני	completion	close	שטנ	1	1	0.0	summer_2026·פרק1·ש8·אפשרות 2
פשיטת רגל	פשיטת רגל	analogy	close	פשט	1	1	5.0	autumn_2025·פרק2·ש5·מסיח 2
פשר	פשר	analogy	full	פשר	1	1	4.0	summer_2021·פרק1·ש4·מסיח 1
פשרה	פשרה	analogy	close	שרה	1	1	5.0	spring_2022·פרק1·ש5·מסיח 1
פתוח	פתוח	analogy	miss		1	1	4.0	autumn_2023·פרק1·ש4·מסיח 3
פתוחה	פתוחה	completion	miss		1	1	0.0	2019_winter·פרק2·ש10·אפשרות 2
פתח	פתח	analogy	miss		1	1	4.0	2019_spring·פרק1·ש4·לא-זוהה
פתח סגור ליבו	פתח סגור ליבו	analogy	close	סגור	1	1	5.0	autumn_2021·פרק2·ש5·מסיח 3
פתיחת	פתיחת	completion	miss		1	1	0.0	summer_2023·פרק2·ש15·אפשרות 4
פתיר	פתיר	analogy	miss		1	1	6.0	summer_2022·פרק1·ש6·מסיח 2
פתרוהו	פתרוהו	analogy	close	תרה	1	1	5.0	autumn_2021·פרק1·ש5·מסיח 4
צאצאים	צאצאים	analogy	miss		1	1	6.0	autumn_2024·פרק1·ש6·מסיח 2
צבוע	צבוע	analogy	full	צבוע	1	1	6.0	summer_2025·פרק1·ש6·מסיח 4
צבע	צבע	completion	full	צבוע	1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
צדק	צדק	completion	close	צדק	1	1	0.0	winter_2022·פרק2·ש13·אפשרות 2
צדקתו	צדקתו	completion	close	צדק	1	1	0.0	autumn_2023·פרק2·ש13·אפשרות 4
צהובים	צהובים	completion	miss		1	1	0.0	spring_2023·פרק1·ש13·אפשרות 4
צודקת	צודקת	completion	close	צדק	1	1	0.0	autumn_2025·פרק1·ש10·אפשרות 2
צוהר	צוהר	analogy	full	צוהר	1	1	6.0	autumn_2025·פרק2·ש6·מסיח 2
צוללת	צוללת	analogy	close	צלל	1	1	2.0	summer_2022·פרק1·ש2·מסיח 3
צופה	צופה	analogy	miss		1	1	2.0	spring_2025·פרק2·ש2·מסיח 4
צורף	צורף	analogy	full	צורף	1	1	3.0	autumn_2025·פרק2·ש3·מסיח 1
צחק	צחק	analogy	miss		1	1	5.0	2019_spring·פרק2·ש5·לא-זוהה
ציבור	ציבור	completion	miss		1	1	0.0	spring_2022·פרק2·ש17·אפשרות 3
צידה	צידה	analogy	full	צידה	1	1	2.0	2019_spring·פרק2·ש2·לא-זוהה
ציות	ציות	analogy	full	צי	1	1	6.0	winter_2023·פרק2·ש6·מסיח 3
ציטוטים	ציטוטים	completion	miss		1	1	0.0	2020_spring·פרק1·ש9·אפשרות 1
צייתן	צייתן	analogy	full	ציתן	1	1	1.0	spring_2024·פרק1·ש1·מסיח 2
ציפורים	ציפורים	analogy	full	צפיר	1	1	5.0	summer_2022·פרק1·ש5·מסיח 4
צל	צל	analogy	miss		1	1	1.0	summer_2024·פרק1·ש1·רגל
צלול	צלול	analogy	full	צלול	1	1	6.0	summer_2025·פרק1·ש6·מסיח 2
צלחת	צלחת	analogy	close	צלח	1	1	3.0	2020_winter·פרק1·ש3·מסיח 3
צליעה	צליעה	analogy	miss		1	1	1.0	summer_2022·פרק1·ש1·מסיח 4
צמא	צמא	analogy	miss		1	1	2.0	spring_2024·פרק1·ש2·רגל
צמות	צמות	analogy	close	צמת	1	1	3.0	2019_spring·פרק2·ש3·לא-זוהה
צמחייה	צמחייה	analogy	close	מחה	1	1	5.0	summer_2022·פרק1·ש5·רגל
צמחים	צמחים	analogy	miss		1	1	5.0	summer_2022·פרק1·ש5·רגל
צמצום	צמצום	completion	miss		1	1	0.0	summer_2021·פרק1·ש11·אפשרות 3
צמר	צמר	analogy	miss		1	1	3.0	autumn_2025·פרק1·ש3·מסיח 1
צמרת	צמרת	analogy	close	מרת	1	1	3.0	spring_2024·פרק1·ש3·מסיח 3
צנח	צנח	analogy	miss		1	1	5.0	autumn_2023·פרק1·ש5·מסיח 2
צנחן	צנחן	analogy	miss		1	1	4.0	2020_summer·פרק2·ש4·מסיח 2
צעד	צעד	completion	close	צעד	1	1	0.0	summer_2023·פרק2·ש17·אפשרות 3
צעדים	צעדים	completion	close	צעד	1	1	0.0	autumn_2024·פרק2·ש13·אפשרות 2
צעיף	צעיף	analogy	miss		1	1	3.0	autumn_2025·פרק1·ש3·מסיח 1
צעיר	צעיר	analogy	full	צוער	1	1	4.0	summer_2021·פרק1·ש4·מסיח 4
צערו	צערו	completion	close	צער	1	1	0.0	2020_summer·פרק2·ש11·אפשרות 1
צפויה	צפויה	completion	miss		1	1	0.0	autumn_2021·פרק2·ש12·אפשרות 2
צפוני	צפוני	analogy	close	צפנ	1	1	2.0	autumn_2021·פרק1·ש2·מסיח 1
צפיפות	צפיפות	analogy	miss		1	1	3.0	2020_summer·פרק2·ש3·מסיח 3
