מנורמל	ייצוג	סיבה	הערה	מנה
מהסרט	מהסרט	דחייה: שכיחה		j-21
מובטח	מובטח	דחייה: שכיחה		j-21
מובן	מובן	דחייה: שכיחה		j-21
מובן מאליו	מובן מאליו	דחייה: שכיחה		j-21
מוגבלת	מוגבלת	דחייה: שכיחה		j-21
מוגזם	מוגזם	דחייה: שכיחה		j-21
מודאג	מודאג	דחייה: שכיחה		j-04
מודגש	מודגש	דחייה: שכיחה		j-21
מוט	מוט	דחייה: שכיחה		j-21
מוטב	מוטב	דחייה: שכיחה		j-04
מוטל בספק	מוטל בספק	דחייה: שכיחה		j-21
מוכה	מוכה	דחייה: שכיחה		j-21
מוכיחה	מוכיחה	דחייה: שכיחה		j-21
מוכן	מוכן	דחייה: שכיחה		j-04
מוכר	מוכר	דחייה: שכיחה		j-04
מוכרים	מוכרים	דחייה: שכיחה		j-21
מולדת	מולדת	דחייה: שכיחה		j-21
מומחים	מומחים	דחייה: שכיחה		j-21
מונעת	מונעת	דחייה: שכיחה		j-21
מועמד	מועמד	דחייה: שכיחה		j-21
מופע	מופע	דחייה: שכיחה		j-21
מוצדק	מוצדק	דחייה: שכיחה		j-21
מוצלח	מוצלח	דחייה: שכיחה		j-04
מוצף	מוצף	דחייה: שכיחה		j-21
מוצפן	מוצפן	דחייה: שכיחה		j-21
מוצק	מוצק	דחייה: שכיחה		j-21
מוצקות	מוצקות	דחייה: שכיחה		j-21
מוקדם	מוקדם	דחייה: שכיחה		j-21
מוקשים	מוקשים	דחייה: שכיחה		j-21
מורשעים	מורשעים	דחייה: שכיחה		j-21
מושלם	מושלם	דחייה: שכיחה		j-04
מושפע	מושפע	דחייה: שכיחה		j-21
מותקף	מותקף	דחייה: שכיחה		j-21
מותש	מותש	דחייה: שכיחה	ספק: אולי ראוי, אך נפוץ בדיבור יומיומי	j-21
מזוודה	מזוודה	דחייה: שכיחה		j-05
מזון	מזון	דחייה: שכיחה		j-01
מזכויות	מזכויות	דחייה: שכיחה		j-21
מזמן	מזמן	דחייה: שכיחה		j-21
מזרז	מזרז	דחייה: שכיחה	ספק: מוכר כ"זרז" מהיומיום וממדעי התיכון	j-21
מזרק	מזרק	דחייה: שכיחה		j-05
מחברת	מחברת	דחייה: שכיחה		j-05
מחבת	מחבת	דחייה: שכיחה		j-02
מחדש	מחדש	דחייה: שכיחה		j-21
מחוגים	מחוגים	דחייה: שכיחה		j-21
מחודד	מחודד	דחייה: שכיחה		j-21
מחויב	מחויב	דחייה: שכיחה		j-21
מחויבות	מחויבות	דחייה: שכיחה		j-21
מחולק	מחולק	דחייה: שכיחה		j-21
מחושב	מחושב	דחייה: שכיחה		j-21
מחזה	מחזה	דחייה: שכיחה	ספק: מוכר משיעורי ספרות, ובכל זאת גבולי	j-21
מחזיק	מחזיק	דחייה: שכיחה		j-21
מחזק	מחזק	דחייה: שכיחה		j-05
מחט	מחט	דחייה: שכיחה		j-05
מחייבת	מחייבת	דחייה: שכיחה		j-02
מחיצה	מחיצה	דחייה: שכיחה		j-21
מחירי	מחירי	דחייה: שכיחה		j-21
מחלה	מחלה	דחייה: שכיחה		j-21
מחניק	מחניק	דחייה: שכיחה		j-21
מחפש	מחפש	דחייה: שכיחה		j-05
מחצבה	מחצבה	דחייה: שכיחה	ספק: מוכרת לרוב התלמידים (חומר גלם, גאוגרפיה)	j-05
מחק	מחק	דחייה: שכיחה		j-21
מחקר	מחקר	דחייה: שכיחה		j-05
מחשבון	מחשבון	דחייה: שכיחה		j-21
מטבע	מטבע	דחייה: שכיחה		j-21
מטונף	מטונף	דחייה: שכיחה		j-21
מטוס	מטוס	דחייה: שכיחה		j-02
מטלה	מטלה	דחייה: שכיחה		j-21
מטלית	מטלית	דחייה: שכיחה		j-21
מטע	מטע	דחייה: שכיחה	ספק: גבולי, אך מילת יסוד מחקלאות וגאוגרפיה	j-21
מטען	מטען	דחייה: שכיחה		j-21
מטרה	מטרה	דחייה: שכיחה		j-02
מטרייה	מטרייה	דחייה: שכיחה		j-05
מיאו	מיאו	דחייה: שכיחה		j-21
מידי	מידי	דחייה: שכיחה		j-21
מידע	מידע	דחייה: שכיחה		j-05
מיוחד	מיוחד	דחייה: שכיחה		j-21
מיומן	מיומן	דחייה: שכיחה		j-21
מיועד	מיועד	דחייה: שכיחה		j-21
מיועדים	מיועדים	דחייה: שכיחה		j-21
מיושמות	מיושמות	דחייה: שכיחה		j-21
מיושן	מיושן	דחייה: שכיחה		j-21
מיותר	מיותר	דחייה: שכיחה		j-21
מיותרת	מיותרת	דחייה: שכיחה		j-21
מיטה	מיטה	דחייה: שכיחה		j-21
מיטיב	מיטיב	דחייה: שכיחה		j-22
מיטיבה	מיטיבה	דחייה: שכיחה		j-22
מייד	מייד	דחייה: שכיחה		j-22
מייחס	מייחס	דחייה: שכיחה		j-22
מייחסים	מייחסים	דחייה: שכיחה	ספק: הלמה יִחֵס שכיחה ("מייחסים חשיבות")	j-05
מילא	מילא	דחייה: שכיחה		j-22
מינים	מינים	דחייה: שכיחה		j-22
מיתר	מיתר	דחייה: שכיחה		j-05
מכבסה	מכבסה	דחייה: שכיחה		j-22
מכונאי	מכונאי	דחייה: שכיחה		j-22
מכונות	מכונות	דחייה: שכיחה		j-22
מכונית	מכונית	דחייה: שכיחה		j-01
מכחול	מכחול	דחייה: שכיחה	ספק: מוכר משיעורי אמנות; גם שורש כ-ח-ל קיים	j-22
מכירים	מכירים	דחייה: שכיחה		j-22
מכתב	מכתב	דחייה: שכיחה		j-22
מלא	מלא	דחייה: שכיחה		j-22
מלווה	מלווה	דחייה: שכיחה		j-22
מלון	מלון	דחייה: שכיחה		j-22
מלך	מלך	דחייה: שכיחה		j-22
מלצר	מלצר	דחייה: שכיחה		j-22
מלשון	מלשון	דחייה: שכיחה		j-22
ממומשות	ממומשות	דחייה: שכיחה		j-22
ממון	ממון	דחייה: שכיחה		j-22
ממונה	ממונה	דחייה: שכיחה		j-22
ממושך	ממושך	דחייה: שכיחה		j-05
ממושמע	ממושמע	דחייה: שכיחה		j-22
ממש	ממש	דחייה: שכיחה		j-02
מנגינה	מנגינה	דחייה: שכיחה		j-22
מנגנים	מנגנים	דחייה: שכיחה		j-22
מנה	מנה	דחייה: שכיחה		j-05
מנה עיקרית	מנה עיקרית	דחייה: שכיחה		j-22
מנהג	מנהג	דחייה: שכיחה		j-22
מנהלת	מנהלת	דחייה: שכיחה		j-22
מנוחה	מנוחה	דחייה: שכיחה		j-22
מנומס	מנומס	דחייה: שכיחה		j-22
מנוסח	מנוסח	דחייה: שכיחה		j-22
מנוע	מנוע	דחייה: שכיחה	ספק: הומוגרף מָנוֹעַ/מָנוּעַ — שתי הקריאות נדחות	j-22
מנוף	מנוף	דחייה: שכיחה		j-05
מנופץ	מנופץ	דחייה: שכיחה		j-22
מנוצח	מנוצח	דחייה: שכיחה		j-22
מנורה	מנורה	דחייה: שכיחה		j-22
מנסים	מנסים	דחייה: שכיחה		j-22
מנצח	מנצח	דחייה: שכיחה		j-05
מסגרת	מסגרת	דחייה: שכיחה		j-05
מסוגל	מסוגל	דחייה: שכיחה		j-05
מסוימים	מסוימים	דחייה: שכיחה		j-05
מסוכן	מסוכן	דחייה: שכיחה		j-02
מסור	מסור	דחייה: שכיחה		j-05
מסחר	מסחר	דחייה: שכיחה		j-22
מסיבה	מסיבה	דחייה: שכיחה		j-22
מסייע	מסייע	דחייה: שכיחה		j-22
מסייעת	מסייעת	דחייה: שכיחה		j-05
מסירות	מסירות	דחייה: שכיחה		j-22
מסעדה	מסעדה	דחייה: שכיחה		j-22
מספיק	מספיק	דחייה: שכיחה		j-22
מספריים	מספריים	דחייה: שכיחה		j-22
מסרב	מסרב	דחייה: שכיחה		j-22
מסרבת	מסרבת	דחייה: שכיחה		j-22
מסרק	מסרק	דחייה: שכיחה		j-22
מסתייגת	מסתייגת	דחייה: שכיחה	ספק: מוכרת מלשון התקשורת והדיון הציבורי	j-22
מעבורת	מעבורת	דחייה: שכיחה	ספק: מוכרת (מעבורת חלל, מעבורת נוסעים); ממילא השורש עבר קיים	j-05
מעד	מעד	דחייה: שכיחה	ספק: רווח בלשון חדשות וספורט	j-22
מעדיף	מעדיף	דחייה: שכיחה		j-22
מעוגת	מעוגת	דחייה: שכיחה		j-22
מעודד	מעודד	דחייה: שכיחה		j-22
מעוניין	מעוניין	דחייה: שכיחה		j-22
מעורב	מעורב	דחייה: שכיחה		j-22
מעישון	מעישון	דחייה: שכיחה		j-22
מעלית	מעלית	דחייה: שכיחה		j-22
מעלת צלזיוס	מעלת צלזיוס	דחייה: שכיחה		j-22
מענה	מענה	דחייה: שכיחה	ספק: הומוגרף מַעֲנֶה/מְעַנֶּה — שתי הקריאות נדחות	j-22
מעניין	מעניין	דחייה: שכיחה		j-22
מעסיק	מעסיק	דחייה: שכיחה		j-22
מערה	מערה	דחייה: שכיחה		j-23
מערכה	מערכה	דחייה: שכיחה	ספק: מוכרת מלימודי ספרות והיסטוריה	j-23
מעתה	מעתה	דחייה: שכיחה		j-23
מפגר	מפגר	דחייה: שכיחה		j-05
מפגש	מפגש	דחייה: שכיחה		j-05
מפוספס	מפוספס	דחייה: שכיחה		j-23
מפותח	מפותח	דחייה: שכיחה		j-23
מפחיד	מפחיד	דחייה: שכיחה		j-02
מפיקים	מפיקים	דחייה: שכיחה		j-23
מפעל	מפעל	דחייה: שכיחה		j-23
מפתיע	מפתיע	דחייה: שכיחה		j-05
מצב	מצב	דחייה: שכיחה		j-23
מצד	מצד	דחייה: שכיחה		j-23
מצוקה	מצוקה	דחייה: שכיחה		j-05
מצחין	מצחין	דחייה: שכיחה		j-05
מצטלבים	מצטלבים	דחייה: שכיחה		j-23
מצטערת	מצטערת	דחייה: שכיחה		j-05
מציג	מציג	דחייה: שכיחה		j-23
מצית	מצית	דחייה: שכיחה		j-23
מצמץ	מצמץ	דחייה: שכיחה		j-05
מצקת	מצקת	דחייה: שכיחה	ספק: כלי מטבח יומיומי	j-23
מקבל	מקבל	דחייה: שכיחה		j-05
מקהלה	מקהלה	דחייה: שכיחה		j-05
מקום	מקום	דחייה: שכיחה		j-01
מקוממת	מקוממת	דחייה: שכיחה	ספק: רווחת בלשון התקשורת והדיבור	j-23
מקור	מקור	דחייה: שכיחה		j-23
מקורי	מקורי	דחייה: שכיחה		j-23
מקטרת	מקטרת	דחייה: שכיחה	ספק: חפץ מוכר; מסיח בשאלה 1 קלה	j-23
מקל	מקל	דחייה: שכיחה		j-23
מקלדת	מקלדת	דחייה: שכיחה		j-23
מקנא	מקנא	דחייה: שכיחה		j-23
מקצוע	מקצוע	דחייה: שכיחה		j-05
מקצת	מקצת	דחייה: שכיחה		j-05
מקרב	מקרב	דחייה: שכיחה		j-02
מקרוב	מקרוב	דחייה: שכיחה		j-23
מקריאה	מקריאה	דחייה: שכיחה		j-23
מקרן	מקרן	דחייה: שכיחה		j-23
מקשיב	מקשיב	דחייה: שכיחה		j-05
מרבית	מרבית	דחייה: שכיחה		j-01
מרגיש	מרגיש	דחייה: שכיחה		j-23
מרדף	מרדף	דחייה: שכיחה		j-23
מרובה	מרובה	דחייה: שכיחה		j-02
מרוחק	מרוחק	דחייה: שכיחה		j-23
מרומז	מרומז	דחייה: שכיחה		j-23
מרחק	מרחק	דחייה: שכיחה		j-23
מריצה	מריצה	דחייה: שכיחה	ספק: מריצה מוכרת; מסיח בשאלה 2 קלה	j-23
מרפאה	מרפאה	דחייה: שכיחה		j-23
מרצפות	מרצפות	דחייה: שכיחה		j-23
מרשימה	מרשימה	דחייה: שכיחה		j-23
משאבים	משאבים	דחייה: שכיחה		j-02
משאית	משאית	דחייה: שכיחה		j-05
משאל	משאל	דחייה: שכיחה		j-23
משובחת	משובחת	דחייה: שכיחה		j-23
משחק	משחק	דחייה: שכיחה		j-23
משטרה	משטרה	דחייה: שכיחה		j-23
משי	משי	דחייה: שכיחה		j-23
משימה	משימה	דחייה: שכיחה		j-23
משך	משך	דחייה: שכיחה		j-05
משכיל	משכיל	דחייה: שכיחה		j-02
משמשות	משמשות	דחייה: שכיחה		j-23
משמשת	משמשת	דחייה: שכיחה		j-23
משני	משני	דחייה: שכיחה		j-23
משעשע	משעשע	דחייה: שכיחה		j-23
משפחתי	משפחתי	דחייה: שכיחה		j-23
משפטים	משפטים	דחייה: שכיחה		j-23
משקה	משקה	דחייה: שכיחה		j-23
משקל	משקל	דחייה: שכיחה		j-01
משתוקק	משתוקק	דחייה: שכיחה		j-23
משתלה	משתלה	דחייה: שכיחה		j-05
מתאפיין	מתאפיין	דחייה: שכיחה		j-23
מתברר	מתברר	דחייה: שכיחה		j-23
מתג	מתג	דחייה: שכיחה		j-23
מתורגמים	מתורגמים	דחייה: שכיחה		j-23
מתחייבת	מתחייבת	דחייה: שכיחה		j-23
מתחרים	מתחרים	דחייה: שכיחה		j-23
מתיישבים	מתיישבים	דחייה: שכיחה		j-23
מתיש	מתיש	דחייה: שכיחה		j-23
מתמודדים	מתמודדים	דחייה: שכיחה		j-23
מתמקדת	מתמקדת	דחייה: שכיחה		j-23
מתנה	מתנה	דחייה: שכיחה		j-24
מתנצל	מתנצל	דחייה: שכיחה		j-24
מתעכב	מתעכב	דחייה: שכיחה		j-24
מתפלג	מתפלג	דחייה: שכיחה		j-24
מתפתה	מתפתה	דחייה: שכיחה		j-24
מתקשה	מתקשה	דחייה: שכיחה		j-02
נאבק	נאבק	דחייה: שכיחה		j-24
נאלצה	נאלצה	דחייה: שכיחה		j-24
נאשם	נאשם	דחייה: שכיחה		j-24
נבחרו	נבחרו	דחייה: שכיחה		j-24
נבחרי	נבחרי	דחייה: שכיחה		j-24
נגן	נגן	דחייה: שכיחה		j-01
נגנים	נגנים	דחייה: שכיחה		j-24
נגרייה	נגרייה	דחייה: שכיחה		j-24
נדד	נדד	דחייה: שכיחה		j-24
נדיר	נדיר	דחייה: שכיחה		j-01
נדנוד	נדנוד	דחייה: שכיחה		j-24
נדרשו	נדרשו	דחייה: שכיחה		j-24
נהג	נהג	דחייה: שכיחה		j-05
נהגתי	נהגתי	דחייה: שכיחה		j-24
נהדר	נהדר	דחייה: שכיחה		j-24
נהנים	נהנים	דחייה: שכיחה		j-05
נובחים	נובחים	דחייה: שכיחה		j-24
נוגעות	נוגעות	דחייה: שכיחה		j-24
נוגעים	נוגעים	דחייה: שכיחה		j-24
נודע	נודע	דחייה: שכיחה		j-24
נוהג	נוהג	דחייה: שכיחה		j-24
נוזל	נוזל	דחייה: שכיחה		j-05
נוטים	נוטים	דחייה: שכיחה		j-24
נוסע	נוסע	דחייה: שכיחה		j-24
נוספים	נוספים	דחייה: שכיחה		j-24
נועד	נועד	דחייה: שכיחה		j-05
נוף	נוף	דחייה: שכיחה		j-24
נופי	נופי	דחייה: שכיחה		j-24
נורה	נורה	דחייה: שכיחה		j-05
נזהר	נזהר	דחייה: שכיחה		j-24
נזיפות	נזיפות	דחייה: שכיחה		j-24
נזכר	נזכר	דחייה: שכיחה		j-24
נזף	נזף	דחייה: שכיחה		j-24
נזקק	נזקק	דחייה: שכיחה		j-05
נחוץ	נחוץ	דחייה: שכיחה		j-24
נחוצה	נחוצה	דחייה: שכיחה		j-24
נחוש	נחוש	דחייה: שכיחה		j-24
נחרב	נחרב	דחייה: שכיחה		j-24
נחשב	נחשב	דחייה: שכיחה		j-24
נחשפים	נחשפים	דחייה: שכיחה		j-24
נטיעה	נטיעה	דחייה: שכיחה		j-24
נימוס	נימוס	דחייה: שכיחה		j-24
ניסה	ניסה	דחייה: שכיחה		j-24
ניסוי	ניסוי	דחייה: שכיחה		j-24
ניסויים	ניסויים	דחייה: שכיחה		j-05
ניסח	ניסח	דחייה: שכיחה		j-24
ניסר	ניסר	דחייה: שכיחה		j-24
ניסתה	ניסתה	דחייה: שכיחה		j-24
ניער	ניער	דחייה: שכיחה		j-24
ניצל	ניצל	דחייה: שכיחה		j-24
ניקיון	ניקיון	דחייה: שכיחה		j-24
נישואין	נישואין	דחייה: שכיחה		j-05
נכון	נכון	דחייה: שכיחה		j-02
נכס	נכס	דחייה: שכיחה		j-24
נכסים	נכסים	דחייה: שכיחה		j-24
נכשל	נכשל	דחייה: שכיחה		j-05
נלהבת	נלהבת	דחייה: שכיחה		j-24
נמוכים	נמוכים	דחייה: שכיחה		j-24
נמלט	נמלט	דחייה: שכיחה		j-24
נמנע	נמנע	דחייה: שכיחה		j-05
נמנעו	נמנעו	דחייה: שכיחה		j-02
נמנעת	נמנעת	דחייה: שכיחה		j-05
נמר	נמר	דחייה: שכיחה		j-05
נמש	נמש	דחייה: שכיחה		j-24
ננטש	ננטש	דחייה: שכיחה		j-24
נסיעה	נסיעה	דחייה: שכיחה		j-24
נסע	נסע	דחייה: שכיחה		j-25
נעול	נעול	דחייה: שכיחה		j-25
נעילה	נעילה	דחייה: שכיחה		j-25
נעל	נעל	דחייה: שכיחה		j-25
נעלב	נעלב	דחייה: שכיחה		j-05
נעלבת	נעלבת	דחייה: שכיחה		j-25
נעליים	נעליים	דחייה: שכיחה		j-25
נעלם	נעלם	דחייה: שכיחה		j-25
נענתה	נענתה	דחייה: שכיחה		j-25
נפגש	נפגש	דחייה: שכיחה		j-25
נפל בפח	נפל בפח	דחייה: שכיחה		j-25
נצמד	נצמד	דחייה: שכיחה		j-05
נקודה	נקודה	דחייה: שכיחה		j-05
נקודת המבט	נקודת המבט	דחייה: שכיחה		j-25
נקי	נקי	דחייה: שכיחה		j-05
נקרא	נקרא	דחייה: שכיחה		j-25
נקרע	נקרע	דחייה: שכיחה		j-25
נקש	נקש	דחייה: שכיחה	ספק: נקישה שגורה והפועל מוכר דיו	j-25
נראה	נראה	דחייה: שכיחה		j-25
נרגע	נרגע	דחייה: שכיחה		j-05
נרגש	נרגש	דחייה: שכיחה		j-25
נרכשת	נרכשת	דחייה: שכיחה		j-05
נשאל	נשאל	דחייה: שכיחה		j-25
נשבר	נשבר	דחייה: שכיחה		j-05
נשימה	נשימה	דחייה: שכיחה		j-25
נשכח	נשכח	דחייה: שכיחה		j-25
נשמר	נשמר	דחייה: שכיחה		j-25
נשפט	נשפט	דחייה: שכיחה		j-25
נשרף	נשרף	דחייה: שכיחה		j-25
נתמך	נתמך	דחייה: שכיחה		j-05
נתן	נתן	דחייה: שכיחה		j-25
סביב	סביב	דחייה: שכיחה		j-05
סבלן	סבלן	דחייה: שכיחה		j-25
סבלנות	סבלנות	דחייה: שכיחה		j-25
סודי	סודי	דחייה: שכיחה		j-25
סוטה	סוטה	דחייה: שכיחה		j-25
סולם	סולם	דחייה: שכיחה		j-25
סולן	סולן	דחייה: שכיחה		j-25
סוף	סוף	דחייה: שכיחה		j-25
סחב	סחב	דחייה: שכיחה		j-25
סטר	סטר	דחייה: שכיחה		j-25
סיבה	סיבה	דחייה: שכיחה		j-25
סיבות	סיבות	דחייה: שכיחה		j-25
סיוט	סיוט	דחייה: שכיחה		j-25
סיוע	סיוע	דחייה: שכיחה		j-25
סיכוי	סיכוי	דחייה: שכיחה		j-25
סילק	סילק	דחייה: שכיחה		j-25
סימני פיסוק	סימני פיסוק	דחייה: שכיחה		j-25
סירב	סירב	דחייה: שכיחה		j-02
סירבו	סירבו	דחייה: שכיחה		j-25
סכין	סכין	דחייה: שכיחה		j-25
סככה	סככה	דחייה: שכיחה		j-25
סכנה	סכנה	דחייה: שכיחה		j-02
סכסוך	סכסוך	דחייה: שכיחה		j-25
סלון	סלון	דחייה: שכיחה		j-25
סלט	סלט	דחייה: שכיחה		j-05
סליחה	סליחה	דחייה: שכיחה		j-05
סליל	סליל	דחייה: שכיחה	ספק: מוכר משיעורי פיזיקה ומשימוש יומיומי (סליל חוט)	j-25
סלל	סלל	דחייה: שכיחה		j-25
סלע	סלע	דחייה: שכיחה		j-25
סמיכות	סמיכות	דחייה: שכיחה		j-25
סנדל	סנדל	דחייה: שכיחה		j-25
סף	סף	דחייה: שכיחה		j-25
ספה	ספה	דחייה: שכיחה		j-25
ספינה	ספינה	דחייה: שכיחה		j-05
ספסל	ספסל	דחייה: שכיחה		j-25
ספק	ספק	דחייה: שכיחה		j-01
ספרה	ספרה	דחייה: שכיחה		j-25
ספרייה	ספרייה	דחייה: שכיחה		j-25
סקרן	סקרן	דחייה: שכיחה		j-05
סקרנות	סקרנות	דחייה: שכיחה		j-25
סרגל	סרגל	דחייה: שכיחה		j-05
סרט	סרט	דחייה: שכיחה		j-02
סרטון	סרטון	דחייה: שכיחה		j-25
עבה	עבה	דחייה: שכיחה		j-05
עבריין	עבריין	דחייה: שכיחה		j-25
עגול	עגול	דחייה: שכיחה		j-25
עגלה	עגלה	דחייה: שכיחה		j-05
עדים	עדים	דחייה: שכיחה		j-25
עדיף	עדיף	דחייה: שכיחה		j-05
עדיפות	עדיפות	דחייה: שכיחה		j-25
עדר	עדר	דחייה: שכיחה		j-25
עדשה	עדשה	דחייה: שכיחה		j-05
עדשות	עדשות	דחייה: שכיחה		j-25
עובד	עובד	דחייה: שכיחה		j-25
עובדים	עובדים	דחייה: שכיחה		j-05
עובר	עובר	דחייה: שכיחה		j-26
עוגות	עוגות	דחייה: שכיחה		j-26
עודד	עודד	דחייה: שכיחה		j-26
עודף	עודף	דחייה: שכיחה		j-26
עומס	עומס	דחייה: שכיחה		j-26
עונה	עונה	דחייה: שכיחה		j-05
עונש	עונש	דחייה: שכיחה		j-02
עורך דין	עורך דין	דחייה: שכיחה		j-26
עושים	עושים	דחייה: שכיחה		j-26
עזב	עזב	דחייה: שכיחה		j-26
עזר	עזר	דחייה: שכיחה		j-26
עיוורון	עיוורון	דחייה: שכיחה		j-26
עיטוש	עיטוש	דחייה: שכיחה		j-26
עייף	עייף	דחייה: שכיחה		j-26
עייפות	עייפות	דחייה: שכיחה		j-26
עיירה	עיירה	דחייה: שכיחה		j-26
עיכוב	עיכוב	דחייה: שכיחה		j-26
עילאי	עילאי	דחייה: שכיחה	ספק: מוכר מצירופים נפוצים (מאמץ עילאי, אושר עילאי)	j-05
עיקם	עיקם	דחייה: שכיחה		j-26
עירום	עירום	דחייה: שכיחה		j-26
עישון	עישון	דחייה: שכיחה		j-26
עכשיו	עכשיו	דחייה: שכיחה		j-26
על רגל אחת	על רגל אחת	דחייה: שכיחה		j-26
עלבון	עלבון	דחייה: שכיחה		j-26
עלו	עלו	דחייה: שכיחה		j-26
עלוב	עלוב	דחייה: שכיחה		j-26
עליונה	עליונה	דחייה: שכיחה		j-26
עמד	עמד	דחייה: שכיחה		j-26
עמד לדין	עמד לדין	דחייה: שכיחה		j-26
עמדות	עמדות	דחייה: שכיחה		j-26
עמיתים	עמיתים	דחייה: שכיחה		j-26
ענבים	ענבים	דחייה: שכיחה		j-26
ענד	ענד	דחייה: שכיחה	ספק: מוכרת מ"לענוד תכשיט"; הופעה יחידה כמסיח בשאלה 1	j-26
ענה	ענה	דחייה: שכיחה		j-26
ענווה	ענווה	דחייה: שכיחה	ספק: מוכרת למרבית התלמידים אך פחות מהמובהקות שבקבוצה	j-26
עני	עני	דחייה: שכיחה		j-26
עניין	עניין	דחייה: שכיחה		j-01
ענן	ענן	דחייה: שכיחה		j-02
עפעף	עפעף	דחייה: שכיחה		j-26
עץ	עץ	דחייה: שכיחה		j-02
עצבות	עצבות	דחייה: שכיחה		j-26
עצוב	עצוב	דחייה: שכיחה		j-26
עצום	עצום	דחייה: שכיחה		j-26
עציץ	עציץ	דחייה: שכיחה		j-26
עצל	עצל	דחייה: שכיחה		j-26
עצלן	עצלן	דחייה: שכיחה		j-05
עצר	עצר	דחייה: שכיחה		j-05
עקבות	עקבות	דחייה: שכיחה		j-26
ערך	ערך	דחייה: שכיחה		j-26
עשב	עשב	דחייה: שכיחה		j-26
עשה	עשה	דחייה: שכיחה		j-05
עשו	עשו	דחייה: שכיחה		j-26
עשוי	עשוי	דחייה: שכיחה		j-06
עשויים	עשויים	דחייה: שכיחה		j-26
עשיר	עשיר	דחייה: שכיחה		j-06
עשירים	עשירים	דחייה: שכיחה		j-26
עתה	עתה	דחייה: שכיחה		j-02
עתיק	עתיק	דחייה: שכיחה		j-06
פגוע	פגוע	דחייה: שכיחה		j-26
פגז	פגז	דחייה: שכיחה		j-26
פגישה	פגישה	דחייה: שכיחה		j-26
פגם	פגם	דחייה: שכיחה		j-26
פגע	פגע	דחייה: שכיחה		j-06
פה	פה	דחייה: שכיחה		j-26
פוגעת	פוגעת	דחייה: שכיחה		j-26
פומבי	פומבי	דחייה: שכיחה		j-26
פושעים	פושעים	דחייה: שכיחה		j-26
פותר	פותר	דחייה: שכיחה		j-26
פזמון	פזמון	דחייה: שכיחה		j-26
פחד	פחד	דחייה: שכיחה		j-02
פחדן	פחדן	דחייה: שכיחה		j-02
פטיש	פטיש	דחייה: שכיחה		j-26
פטפוט	פטפוט	דחייה: שכיחה		j-26
פטפטן	פטפטן	דחייה: שכיחה		j-27
פיהוק	פיהוק	דחייה: שכיחה		j-27
פיהק	פיהק	דחייה: שכיחה		j-27
פיטורין	פיטורין	דחייה: שכיחה		j-27
פיל	פיל	דחייה: שכיחה		j-27
פיסוק	פיסוק	דחייה: שכיחה		j-27
פיצי	פיצי	דחייה: שכיחה		j-27
פירורים	פירורים	דחייה: שכיחה		j-01
פירש	פירש	דחייה: שכיחה		j-27
פיתוח	פיתוח	דחייה: שכיחה		j-27
פנה	פנה	דחייה: שכיחה		j-06
פנו	פנו	דחייה: שכיחה		j-27
פנס	פנס	דחייה: שכיחה		j-27
פס	פס	דחייה: שכיחה		j-27
פסגה	פסגה	דחייה: שכיחה		j-06
פסול	פסול	דחייה: שכיחה		j-27
פסים	פסים	דחייה: שכיחה		j-27
פסל	פסל	דחייה: שכיחה		j-27
פסנתר	פסנתר	דחייה: שכיחה		j-27
פעל	פעל	דחייה: שכיחה		j-06
פצוע	פצוע	דחייה: שכיחה		j-27
פציעה	פציעה	דחייה: שכיחה		j-27
פצע	פצע	דחייה: שכיחה		j-27
פקודה	פקודה	דחייה: שכיחה		j-06
פקק	פקק	דחייה: שכיחה		j-06
פרדס	פרדס	דחייה: שכיחה		j-06
פרח	פרח	דחייה: שכיחה		j-01
פרט	פרט	דחייה: שכיחה		j-27
פרטים	פרטים	דחייה: שכיחה		j-27
פרי	פרי	דחייה: שכיחה		j-01
פרי הדר	פרי הדר	דחייה: שכיחה		j-27
פרנסה	פרנסה	דחייה: שכיחה		j-27
פרסומות	פרסומות	דחייה: שכיחה		j-27
פרפר	פרפר	דחייה: שכיחה		j-27
פרשן	פרשן	דחייה: שכיחה		j-27
פשיטת רגל	פשיטת רגל	דחייה: שכיחה		j-27
פשע	פשע	דחייה: שכיחה		j-01
פשרה	פשרה	דחייה: שכיחה		j-27
פתוח	פתוח	דחייה: שכיחה		j-27
פתוחה	פתוחה	דחייה: שכיחה		j-27
פתח	פתח	דחייה: שכיחה		j-27
צאצאים	צאצאים	דחייה: שכיחה		j-27
צהובים	צהובים	דחייה: שכיחה		j-27
צוללת	צוללת	דחייה: שכיחה		j-27
צופה	צופה	דחייה: שכיחה		j-27
צחק	צחק	דחייה: שכיחה		j-27
ציבור	ציבור	דחייה: שכיחה		j-27
ציטוטים	ציטוטים	דחייה: שכיחה		j-27
ציפורן	ציפורן	דחייה: שכיחה		j-06
ציפורניים	ציפורניים	דחייה: שכיחה		j-06
צל	צל	דחייה: שכיחה		j-27
צלחת	צלחת	דחייה: שכיחה		j-27
צליעה	צליעה	דחייה: שכיחה		j-27
צמא	צמא	דחייה: שכיחה		j-27
צמות	צמות	דחייה: שכיחה		j-27
צמח	צמח	דחייה: שכיחה		j-06
צמחים	צמחים	דחייה: שכיחה		j-27
צמצום	צמצום	דחייה: שכיחה		j-27
צמר	צמר	דחייה: שכיחה		j-27
צמרת	צמרת	דחייה: שכיחה		j-27
