יחידה	#	מילה מנוקדת	מילה	שורש	מוצא	סטטוס	מקורות	הערה
9	194	אַרְכָאִי	ארכאי	ארכאי	ויקינתונים (CC0)	אומת			L205399
9	195	קָתֶדְרָה	קתדרה	קתדרה	ויקינתונים (CC0)	שוכתב			L81863
9	196	פְּלָצוּר	פלצור	פלצור	ויקינתונים (CC0)	שוכתב			L80937
9	197	תַּתְרָן	תתרן	תתר	ויקינתונים (CC0)	שוכתב			L220468
9	198	אִימּוּם	אימום	אמומ	ספריא · נחלת הכלל	שוכתב			German Commentary on Mishnah Kelim 26:4:19 (6811 [en])
9	199	אֶבֶן מַשְׁחֶזֶת	אבן משחזת	אבן-משחזת	ויקינתונים (CC0)	שוכתב			L63639
9	200	בְּלֵית בְּרֵרָה	בלית בררה	בלית-בררה	⚠ דרוש מקור	שוכתב			ערך: בלית בררה
9	201	בַּלְשָׁנוּת	בלשנות	בלש	ויקינתונים (CC0)	שוכתב			L64306
9	202	דַּקְדְּקָן	דקדקן	דקדק	ויקינתונים (CC0)	שוכתב			L206732
9	203	חָזַר לְסוּרוֹ	חזר לסורו	חזר-לסורו	ספריא · נחלת הכלל	שוכתב			Tosafot Rabbi Akiva Eiger on Mishnah Nedarim 9:3:3 (Vilna, 1908-1909 [he])
9	204	חֵרֵף אֶת נַפְשׁוֹ	חרף את נפשו	חרף-את-נפשו	ספריא · נחלת הכלל	שוכתב			The War of the Jews 1:17:6 (The Jewish Wars, trans. Y.N. Simhoni, Warsaw, 1923 [he])
9	205	לְרוֹעֵץ	לרועץ	רעצ	ספריא · נחלת הכלל	שוכתב			Hegyonot El Ami, Volume I, Yom Kippur 36:12 (Antwerp, 1933-1936 [he])
9	206	מַלְקוֹשׁ	מלקוש	לקש	ויקינתונים (CC0)	שוכתב			L213391
9	207	מַפְלִיא מַכּוֹתָיו	מפליא מכותיו	מפליא-מכותיו	לפי מילה: ויקינתונים · צורה (CC0) + ויקינתונים · כתיב מלא/חסר (CC0)	שוכתב			מפליא=L208536 מכותיו=L207155
9	208	נָבוּל	נבול	נבל	ויקינתונים (CC0)	שוכתב			L214083
9	209	נִשְׁבַּר מַטֵּה לַחְמוֹ	נשבר מטה לחמו	נשבר-מטה-לחמו	⚠ דרוש מקור	שוכתב			מטה לחם
9	210	פִּלְבֵּל	פלבל	פלבל	ויקיטקסט · נחלת הכלל	שוכתב			פרוזה (ביאליק)/ספיח — "ואני מפלבל בעיני"
9	211	צָרוּת עַיִן	צרות עין	צרות-עין	ספריא · נחלת הכלל	שוכתב			Etz Yosef on Devarim Rabbah 6:8:3 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
9	212	קַו פָּרָשַׁת הַמַּיִם	קו פרשת המים	קו-פרשת-המים	ספריא · נחלת הכלל	שוכתב			Rashi on Chullin 141a:14:2 (Vilna Edition [he])
9	213	קוֹלָר	קולר	קולר	ויקינתונים (CC0)	שוכתב			L81492
9	214	שָׁטַח תַּחֲנוּנָיו	שטח תחנוניו	שטח-תחנוניו	לפי מילה: ויקינתונים · צורה (CC0)	שוכתב			שטח=L219438 תחנוניו=L68612
9	215	שָׁנוּי בְּמַחֲלֹקֶת	שנוי במחלקת	שנוי-במחלקת	ספריא · נחלת הכלל	שוכתב			Kisse Rahamim on Tractate Soferim 3:13:6 (Kisse Rahamim, Livorno, 1803 [he])
9	216	שִׁנֵּס	שנס	שנס	ויקינתונים (CC0)	שוכתב			L219564
9	217	שִׁנֵּעַ	שנע	שנע	ויקינתונים (CC0)	שוכתב			L219565
9	218	תָּחַם	תחם	תחמ	ויקינתונים (CC0)	שוכתב			L220133
9	219	הִלְשִׁין	הלשין	לשנ	ויקינתונים (CC0)	שוכתב			L208194
10	1	סְאָה	סאה	סאה	ויקינתונים (CC0)	אומת			L79959
10	2	חַלָּמִישׁ	חלמיש	חלמיש	ויקינתונים (CC0)	אומת			L65290
10	3	גִּזְבָּר	גזבר	גזבר	ויקינתונים (CC0)	אומת			L64480
10	4	וָלָד	ולד	ולד	ויקינתונים (CC0)	שוכתב			L210308
10	5	נֵזֶר	נזר	נזר	ויקינתונים (CC0)	אומת			L79780
10	6	דְּבִיר	דביר	דביר	ויקינתונים (CC0)	שוכתב			L489952
10	7	קַמָּאִי	קמאי	קמא	ויקינתונים (CC0)	אומת			L218313
10	8	מְלוֹא חָפְנָיו	מלוא חפניו	מלוא-חופניו	ספריא · נחלת הכלל	אומת			Yachin on Mishnah Yoma 4:38:1 (Mishnah, ed. Romm, Vilna 1913 [he])
10	9	רְאֵם	ראם	ראמ	ויקינתונים (CC0)	שוכתב			L68016
10	10	חֶלֶד	חלד	חלד	ויקינתונים (CC0)	שוכתב			L65278
10	11	הָלַךְ סְחוֹר סְחוֹר	הלך סחור סחור	הלך-סחור-סחור	ספריא · נחלת הכלל	אומת			Targum Jonathan on Ezekiel 41:10 (Mikraot Gedolot [he])
10	12	אֵין בּוֹ מְתֹם	אין בו מתם	אין-בו-מתום	ספריא · נחלת הכלל	שוכתב			Ibn Ezra on Isaiah 1:6:2 (Ibn Ezra on Isaiah, by M. Friedlander; Society of Hebrew Literature, London 1877 [he])
10	13	עַל לֹא עָוֶל בְּכַפּוֹ	על לא עול בכפו	על-לא-עוול-בכפו	ספריא · נחלת הכלל	אומת			Ben Yehoyada on Avodah Zarah 18a:2 (Senlake edition 2019 based on Ben Yehoyada, Jerusalem, 1897 [he])
10	14	כְּחֹמֶר בְּיַד הַיּוֹצֵר	כחמר ביד היוצר	כחומר-ביד-היוצר	ספריא · נחלת הכלל	אומת			Machberet Menachem, Letter Tzadi 58:3 (Mahberet Menahem, London, 1854. [he])
10	15	עַד חָרְמָה	עד חרמה	עד-חורמה	ספריא · נחלת הכלל	אומת			Targum Jonathan on Deuteronomy 1:44 (Targum Jonathan on Deuteronomy [he])
10	16	נוּל	נול	נול	ויקינתונים (CC0)	אומת			L79753
10	17	לֹג	לג	לוג	ויקינתונים (CC0)	אומת			L1457751
10	18	רְעָלָה	רעלה	רעל	ויקינתונים (CC0)	אומת			L82030
10	19	מְטֻלָּל	מטלל	טלל	ספריא · נחלת הכלל	שוכתב			Sefer HeArukh, Letter Tet 84 (Sefer HeArukh, Lublin 1883 [he])
10	20	הַלָּה	הלה	הלה	ויקינתונים (CC0)	אומת			L489991
10	21	תֶּבֶן	תבן	תבנ	ויקינתונים (CC0)	אומת			L219965
10	22	סָח	סח	סוח	ויקינתונים · צורה (CC0)	אומת			L207281
10	23	חִזָּיוֹן	חזיון	חזה	ויקינתונים (CC0)	שוכתב			L210794
10	24	אֵם הַדֶּרֶךְ	אם הדרך	אם-הדרך	ויקינתונים (CC0)	שוכתב		נדחה בהפרכה ונכתב מחדש בכפוף לשער	L75515
10	25	מָבוֹי סָתוּם	מבוי סתום	מבוי-סתום	ספריא · נחלת הכלל	אומת			Rif Eruvin 3a:3 (Vilna Edition [he])
10	26	אוֹת וּמוֹפֵת	אות ומופת	אות-ומופת	ספריא · נחלת הכלל	שוכתב			Mishnat Rabbi Eliezer 6:20 (New York, 1934 [he])
10	27	קִלְשׁוֹן	קלשון	קלשונ	ויקינתונים (CC0)	אומת			L218309
10	28	מַזְמֵרָה	מזמרה	זמר	ויקינתונים (CC0)	אומת			L78935
10	29	נוֹטָרִיקוֹן	נוטריקון	נוטריקון	ויקינתונים (CC0)	שוכתב			L79739
10	30	אָתוֹן	אתון	אתונ	ויקינתונים (CC0)	אומת			L64147
10	31	בַּרְקַאי	ברקאי	ברקאי	ויקינתונים (CC0)	אומת			L76463
10	32	סָבִיל	סביל	סבל	ויקינתונים (CC0)	שוכתב			L215142
10	33	הֶקֵּשׁ	הקש	יקש	ויקינתונים (CC0)	אומת			L77436
10	34	סָרִיס	סריס	סרס	ויקינתונים (CC0)	שוכתב			L80443
10	35	נִסְתַּם הַגּוֹלֵל	נסתם הגולל	נסתם-הגולל	ספריא · נחלת הכלל	שוכתב			Nimukei Yosef on Moed Katan 18a:8 (Vilna Edition [he])
10	36	הָלַךְ רָכִיל	הלך רכיל	הלך-רכיל	ספריא · נחלת הכלל	שוכתב			Rashi on Ketubot 45b:12:3 (Vilna Edition [he])
10	37	שִׂיג וָשִׂיחַ	שיג ושיח	שיג-ושיח	ויקיטקסט · נחלת הכלל	שוכתב			החלטת בית המשפט המחוזי ירושלים ת"פ 67104-01-20 - 29 יוני 2023
10	38	נִפְסָד	נפסד	פסד	ויקינתונים (CC0)	אומת			L214868
10	39	כֹּמֶר	כמר	כמר	ויקינתונים (CC0)	אומת			L65709
10	40	עִנְבָּר	ענבר	ענבר	ויקינתונים (CC0)	אומת			L67272
10	41	אֵזוֹב	אזוב	אזוב	ויקינתונים (CC0)	שוכתב			L63832
10	42	עֶרֶשׂ דְּוַי	ערש דוי	ערש-דווי	ספריא · נחלת הכלל	אומת			Torah Temimah on Psalms 41:4:1 (On Your Way [he])
10	43	כָּסַס	כסס	כסס	ויקינתונים (CC0)	שוכתב			L212165
10	44	נָגֹלָּה אֶבֶן מֵעַל לִבּוֹ	נגלה אבן מעל לבו	נגולה-אבן-מעל-ליבו	ספריא · נחלת הכלל	אומת			Maggid Devarav leYaakov 99:2 (Maggid Devarav leYa'akov, Koretz, 1781 [he])
10	45	בּוֹקֵק	בוקק	בקק	ויקינתונים (CC0)	שוכתב			L205616
10	46	יִדְּעוֹנִי	ידעוני	ידעונ	ויקינתונים (CC0)	שוכתב			L211735
10	47	זִלּוּת	זלות	זול	ספריא · נחלת הכלל	שוכתב			Radak on Psalms 12:9:2 (13210 [he])
10	48	הַכְּצַעֲקָתָהּ	הכצעקתה	הכצעקתה	ויקינתונים (CC0)	אומת			L492226
10	49	גְּזֵרָה שָׁוָה	גזרה שוה	גזרה-שווה	ספריא · נחלת הכלל	שוכתב			Beur Reuven on Bava Kamma 5a:16 (Beur Reuven, New York 1955 [he])
10	50	נִמְנוּ וְגָמְרוּ	נמנו וגמרו	נמנו-וגמרו	ספריא · נחלת הכלל	אומת			Etz Yosef on Kohelet Rabbah 9:17:1:2 (Midrash Rabbah, with Etz Yosef, Warsaw, 1867 [he])
10	51	כָּרָה אָזְנוֹ	כרה אזנו	כרה-אוזנו	לפי מילה: ויקינתונים · צורה (CC0)	אומת			כרה=L212200 אזנו=L204728
10	52	לַעַג לָרָשׁ	לעג לרש	לעג-לרש	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Beur HaGra on Shulchan Arukh, Yoreh De'ah 368:2 (Ashlei Ravrevei: Shulchan Aruch Yoreh Deah, Lemberg, 1888 [he])
10	53	מֵסִית וּמַדִּיחַ	מסית ומדיח	מסית-ומדיח	ספריא · נחלת הכלל	אומת			Tov haLevanon, Seventh Treatise on Repentance 9:37 (Chovat Halevavot, Warsaw 1875 [he])
10	54	אֶצְבָּעוֹן	אצבעון	אצבעונ	ויקינתונים (CC0)	שוכתב			L64078
10	55	מִרְבָּץ	מרבץ	רבצ	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L213795
10	56	כִּפֵּחַ	כפח	כיפח	ספריא · נחלת הכלל	אומת			Mishnah Menachot 5:9 (Torat Emet 357 [he])
10	57	חִישוּר	חישור	חישור	ויקינתונים (CC0)	שוכתב			L210898
10	58	דיוֹתָה	דיותה	דיותה	ויקינתונים (CC0)	שוכתב			L64687
10	59	הֵפִיס דַעֲתוֹ	הפיס דעתו	הפיס-דעתו	ספריא · נחלת הכלל	שוכתב			Alshekh on Torah, Deuteronomy 31:22:1 (Torat Moshe, Warsaw, 1875 [he])
10	60	חָרַץ לָשׁוֹן	חרץ לשון	חרץ-לשון	ספריא · נחלת הכלל	SKIP			Midrash Sekhel Tov, Shemot 11:7:1 (Sechel Tob, Berlin 1900-1901 [he])
10	61	לֹא שְׁזָפַתּוּ עַיִן	לא שזפתו עין	לא-שזפתו-עין	ספריא · נחלת הכלל	שוכתב			Ibn Ezra on Song of Songs 1:6:2 (Ibn Ezra's commentary on the Canticles [he])
10	62	אֵיפָה וְאֵיפָה	איפה ואיפה	איפה-ואיפה	ספריא · נחלת הכלל	אומת			Otzar Midrashim, Sefer Tagin ('Crowns') 20:68 (Otzar Midrashim, New York, 1915 [he])
10	63	בְּכִי תַּמְרוּרִים	בכי תמרורים	בכי-תמרורים	ויקינתונים (CC0)	שוכתב			L76332
10	64	בָּעֲרָה חֲמָתוֹ	בערה חמתו	בערה-חמתו	ספריא · נחלת הכלל	אומת			Torah Temimah on Esther 1:12:2 (Torah Temimah, Vilna, 1904 [he])
10	65	הֵצֵר צְעָדָיו	הצר צעדיו	הצר-צעדיו	לפי מילה: ויקינתונים · צורה (CC0)	אומת			הצר=L208693 צעדיו=L67704
10	66	הָלַךְ עִמּוֹ בְּקֶרִי	הלך עמו בקרי	הלך-עמו-בקרי	ספריא · נחלת הכלל	שוכתב			Ya'arot Devash II 6:35 (1293 [he])
10	67	בְּרֹאשׁ חוּצוֹת	בראש חוצות	בראש-חוצות	ספריא · נחלת הכלל	אומת			Tzidkat HaTzadik 45:1 (Tzidkat HaTzadick, Lublin, 1913 [he])
10	68	עַל מֵי מְנוּחוֹת	על מי מנוחות	על-מי-מנוחות	ספריא · נחלת הכלל	אומת			Metzudat Zion on II Chronicles 32:22:1 (On Your Way [he])
10	69	עֲקֵב בְּצַד אֲגוּדָל	עקב בצד אגודל	עקב-בצד-אגודל	ספריא · נחלת הכלל	אומת			Mevo HaShearim 10:16 (Hakhsharat haAkhrakhim, 16. Ring. 11-432 [he])
10	70	עַל כַּרְעֵי תַּרְנְגוֹלֶת	על כרעי תרנגולת	על-כרעי-תרנגולת	⚠ דרוש מקור	אומת			על כרעי תרנגלת
10	71	קָנָה (לוֹ) שְׁבִיתָה	קנה (לו) שביתה	קנה-(לו)-שביתה	ספריא · נחלת הכלל	אומת			Penei Moshe on Jerusalem Talmud Eruvin 4:1:5:1 (1536 [he])
10	72	אָרְכָה לוֹ הַשָּׁעָה	ארכה לו השעה	ארכה-לו-השעה	ספריא · נחלת הכלל	שוכתב			Siddur Ashkenaz, Festivals, Chanukah, Service for Lighting Chanukah Candles, Maoz Tzur 28 (Daat Siddur Ashkenaz [he])
10	73	בְּהֶנֵף יָד	בהנף יד	בהנף-יד	לפי מילה: ויקיטקסט · נחלת הכלל + ויקינתונים · צורה (CC0)	שוכתב			בהנף=וילהלם טל (ביאליק)/עלילה שלישית/מחזה שלישי יד=L65524
10	74	בְּצוֹק הָעִתִּים	בצוק העתים	בצוק-העתים	ספריא · נחלת הכלל	אומת			Avi Ezer, Genesis 27:46:1 (Avi Ezer [he])
10	75	בְּשָׂפָה רָפָה	בשפה רפה	בשפה-רפה	ספריא · נחלת הכלל	אומת			Maggid Mishneh on Mishneh Torah, Fasts 5:11:1 (ToratEmet [he])
10	76	בּוֹר סוּד (שֶׁאֵינוֹ מְאַבֵּד טִפָּה)	בור סוד (שאינו מאבד טפה)	בור-סוד-(שאינו-מאבד-טפה)	ספריא · נחלת הכלל	אומת			Midrash Shmuel on Avot 2:8:18 (Midrash Shmuel, Warsaw, 1876 [he])
10	77	גִּילָּה אֶת אָזְנוֹ	גילה את אזנו	גילה-את-אזנו	ספריא · נחלת הכלל	אומת			Teshuvot HaRadbaz Volume 1 293:2 (Teshuvot HaRadbaz, Warsaw 1882 [he])
10	78	דָּחַק אֶת הַקֵּץ	דחק את הקץ	דחק-את-הקץ	ספריא · נחלת הכלל	אומת			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 27:44 (Derashot El Ami, Jerusalem 1936 [he])
10	79	דָּחַק אֶת רַגְלָיו	דחק את רגליו	דחק-את-רגליו	⚠ דרוש מקור	אומת			דחק
10	80	חוֹרֵשׁ מְזִמּוֹת	חורש מזמות	חורש-מזמות	ויקיטקסט · נחלת הכלל	שוכתב			אלטנוילנד ג ג
10	81	מָשַׁךְ בְּעֵט	משך בעט	משך-בעט	ספריא · נחלת הכלל	אומת			Beur Reuven on Bava Kamma, Introduction 25 (Beur Reuven, New York 1955 [he])
10	82	עֲשָׂבִים שּׁוֹטִים	עשבים שוטים	עשבים-שוטים	ויקיטקסט · נחלת הכלל	שוכתב			תקנות הזרעים (מכירה)
10	83	פּוֹשֵט עוֹרוֹת	פושט עורות	פושט-עורות	ספריא · נחלת הכלל	אומת			Responsa Maharashdam, Yoreh Deah 39:1 (She'elot uTeshuvot Maharashdam, Lemberg, 1862 [he])
10	84	אֲבַק אָדָם	אבק אדם	אבק-אדם	ספריא · נחלת הכלל	שוכתב			Menorat HaMaor, Ohr Olam 20:3 (Menorat HaMaor, Alnakawa, H.G. Enelow ed. N.Y. 1929-1934 [he])
10	85	אִישׁ קְּצָווֹת	איש קצוות	איש-קצוות	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Shenei Luchot HaBerit, Shaar HaOtiyot, Hilchot Biah 3:32 (Shenei Luchot HaBrit, based on Amsterdam, 1698 ed. Part I [he])
10	86	אִמֵּץ אֶת יָדָיו	אמץ את ידיו	אמץ-את-ידיו	ספריא · נחלת הכלל	אומת			Pele Yoetz 158:5 (Torat Emet [he])
10	87	אֵין יָדוֹ מַשֶּׂגֶת	אין ידו משגת	אין-ידו-משגת	ספריא · נחלת הכלל	שוכתב			Shulchan Arukh, Orach Chayim 263:3 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
10	88	אֶבֶן רֵחַיִים עַל צַוָּוארוֹ	אבן רחיים על צווארו	אבן-רחיים-על-צווארו	ספריא · נחלת הכלל	אומת			Ma'asai LaMelekh on Mishneh Torah, Sacrificial Procedure 1:17:2 (Friedberg Edition [he])
10	89	אוֹרֶךְ רוּחַ	אורך רוח	אורך-רוח	ספריא · נחלת הכלל	אומת			Ritva on Eruvin 56b:1 (Chidushi HaRitva, Amsterdam, 1729 [he])
10	90	בַּעֲרוֹב יָמָיו	בערוב ימיו	בערוב-ימיו	ויקיטקסט · נחלת הכלל	אומת			אינטלגנציה לשבת א
10	91	בָּא בִּדְבָרִים	בא בדברים	בא-בדברים	ספריא · נחלת הכלל	שוכתב			Divrei Rivot 160:1 (Sudilkov, 1833 [he])
10	92	בָּאוּ לְעֵמֶק הַשָּׁוֶוה	באו לעמק השווה	באו-לעמק-השווה	⚠ דרוש מקור	שוכתב			ערך: באו לעמק השווה
10	93	גַּיִס חֲמִישִׁי	גיס חמישי	גיס-חמישי	⚠ דרוש מקור	אומת			ערך: גיס חמישי
10	94	חָמַד לָצוֹן	חמד לצון	חמד-לצון	ויקיטקסט · נחלת הכלל	שוכתב			חשוקי חמד/בבא קמא/כו עמוד ב
10	95	חָתוּל בַּשַּׁק	חתול בשק	חתול-בשק	⚠ דרוש מקור	אומת			ערך: חתול בשק
10	96	לֵיל שִמּוּרִים	ליל שמורים	ליל-שמורים	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Gevurot Hashem 38:4 (Gevurot Hashem, with footnotes and annotations by Rabbi Yehoshua D. Hartman, Machon Yerushalyim, 2015-2020 [he])
10	97	עָקַר אֶת רַגְלָיו	עקר את רגליו	עקר-את-רגליו	ספריא · נחלת הכלל	שוכתב			Rosh on Berakhot 4:16:1 (Vilna Edition [he])
10	98	קְטַן אֱמוּנָה	קטן אמונה	קטן-אמונה	ספריא · נחלת הכלל	אומת			Sod Yesharim, The First Night of Pesach 26:2 (Sod Yesharim, Warsaw 1902-1908 [he])
10	99	קִיצֵּץ אֶת כְּנָפָיו	קיצץ את כנפיו	קיצץ-את-כנפיו	לפי מילה: ויקינתונים · צורה (CC0) + ויקינתונים · כתיב מלא/חסר (CC0)	שוכתב			קיצץ=L218203 כנפיו=L78458
10	100	דִמְעוֹת שָׁלִישׁ	דמעות שליש	דמעות-שליש	ספריא · נחלת הכלל	שוכתב			Chatam Sofer on Torah, Beshalach 91 (Chatam Sofer on Torah, Bratislava, 1879-1893 [he])
10	101	תַּאֲנִיָּה וַאֲנִיָּה	תאניה ואניה	תאניה-ואניה	ספריא · נחלת הכלל	אומת			Metzudat Zion on Isaiah 29:2:3 (On Your Way [he])
10	102	הִכָּה בְּאֶצְבַּע צְרֵדָה	הכה באצבע צרדה	הכה-באצבע-צרדה	ספריא · נחלת הכלל	אומת			Chayei Moharan 522:1 (OYW [he])
10	103	אַמַּת מַיִם	אמת מים	אמת-מים	ויקינתונים (CC0)	אומת			L75579
10	104	הִכְבִּיר בְּמִילִים	הכביר במילים	הכביר-במילים	לפי מילה: ויקינתונים · צורה (CC0) + ויקיטקסט · נחלת הכלל	אומת			הכביר=L208100 במילים=מצודות על ישעיהו לג יד
10	105	דִמְעוֹת תַנִּין	דמעות תנין	דמעות-תנין	ספריא · נחלת הכלל	שוכתב			Megalleh Amukkot on Torah, Vayera 3 (Lublin, 1884 [he])
10	106	יְחִידֵי סְגוּלָה	יחידי סגולה	יחידי-סגולה	ספריא · נחלת הכלל	שוכתב			Pat Lechem, Fourth Treatise on Trust 7:39 (Chovat Halevavot, Warsaw 1875 [he])
10	107	זָרָה אֲבָק / חוֹל בַּעֵינַיִים	זרה אבק / חול בעיניים	זרה-אבק	ספריא · נחלת הכלל	שוכתב			Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 19:61 (Derashot El Ami, Jerusalem 1936 [he])
10	108	הֵקִיץ הַקֵץ	הקיץ הקץ	הקיץ-הקץ	ספריא · נחלת הכלל	אומת			Malbim on Ezekiel 7:6:1 (On Your Way [he])
10	109	רִיפָּה אֶת יָדָיו	ריפה את ידיו	ריפה-את-ידיו	לפי מילה: ויקינתונים · צורה (CC0) + ויקינתונים · כתיב מלא/חסר (CC0)	שוכתב			ריפה=L218902 ידיו=L206483
10	110	בֵּית בַּד	בית בד	בית-בד	ספריא · נחלת הכלל	אומת			Lechem Shamayim on Mishnah Oholot 13:4:1 (Jerusalem, 1978 [he])
10	111	בֵּית תַּמְחוּי	בית תמחוי	בית-תמחוי	ספריא · נחלת הכלל	שוכתב			Mordechai on Bava Batra 2:15 (Vilna Edition [he])
10	112	כִּתְמוֹל שִׁלְשוֹם	כתמול שלשום	כתמול-שלשום	ספריא · נחלת הכלל	שוכתב			Haamek Davar on Exodus 5:14:2 (Sefer Torat Elohim, Vilna 1879 [he])
10	113	רִפְיוֹן יָדַיִּם	רפיון ידים	רפיון-ידים	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Rashash on Arakhin 6a:1 (Vilna Edition [he])
10	114	נָטָה חֶסֶד	נטה חסד	נטה-חסד	ספריא · נחלת הכלל	שוכתב			Ohr HaChammah on Zohar 2:20a:2 (Ohr Hachama, Peremyshl, 1896-1898 [he])
10	115	צִבְיוֹן	צביון	צביונ	ויקינתונים (CC0)	אומת			L217455
10	116	מְכוֹרָה	מכורה	כור	ויקינתונים (CC0)	אומת			L79149
10	117	אִצְטַגְנִין	אצטגנין	אצטגנינ	ויקינתונים (CC0)	אומת			L75921
10	118	לוּדָר	לודר	לודר	ויקינתונים (CC0)	אומת			L78594
10	119	קוֹפִיץ	קופיץ	קופיצ	ויקינתונים (CC0)	אומת			L81558
10	120	זַרְבּוּבִית	זרבובית	זרבוב	ויקינתונים (CC0)	אומת			L77665
10	121	צַפְרִיר	צפריר	צפריר	ויקינתונים (CC0)	אומת			L81384
10	122	מְצוֹדֵד	מצודד	צוד	ספריא · נחלת הכלל	אומת			Ohr HaChammah on Zohar 1:244a:5 (Ohr Hachama, Peremyshl, 1896-1898 [he])
10	123	אָפִיל	אפיל	אפל	ויקינתונים (CC0)	שוכתב			L75879
10	124	אָסוּךְ	אסוך	אסוכ	ויקינתונים (CC0)	אומת			L75783
10	125	אֵסֶל	אסל	אסל	ויקינתונים (CC0)	אומת			L75819
10	126	צֳרִי	צרי	צרי	ויקינתונים (CC0)	אומת			L81397
10	127	תַּרְגִּימָה	תרגימה	תרגימה	ויקינתונים (CC0)	שוכתב			L82578
10	128	אֶבֶן שֶׁאֵין לָהּ הוֹפְכִין	אבן שאין לה הופכין	אבן-שאין-לה-הופכין	ספריא · נחלת הכלל	אומת			Sefer HeArukh, Letter Kof 595 (Sefer HeArukh, Lublin 1883 [he])
10	129	אוֹר יְקָרוֹת	אור יקרות	אור-יקרות	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Metzudat Zion on Job 31:26:2 (On Your Way [he])
10	130	חֶרֶב פִּיפִיּוֹת	חרב פיפיות	חרב-פיפיות	ויקינתונים (CC0)	אומת			L77929
10	131	לְזוּת שְׂפָתַיִים	לזות שפתיים	לזות-שפתיים	ספריא · נחלת הכלל	אומת			Prisha, Even HaEzer 152:8:1 (Tur Even HaEzer, Vilna, 1923 [he])
10	132	סֶלַע הַמַּחֲלוֹקֶת	סלע המחלוקת	סלע-המחלוקת	ספריא · נחלת הכלל	אומת			Kuntres Peleitat Sefarim, Letter Dalet 4:1 (Podgorze, 1905 (Wikisource edition) [he])
10	133	שִׁידּוּד מַעֲרָכוֹת	שידוד מערכות	שידוד-מערכות	ספריא · נחלת הכלל	אומת			Maor VaShemesh, Vaetchanan 3 (Maor Vashemesh, Breslau, 1842 [he])
10	134	סֶרַח עוֹדֵף	סרח עודף	סרח-עודף	ויקינתונים (CC0)	אומת			L80436
10	135	הַיְינוּ הָךְ	היינו הך	היינו-הך	ספריא · נחלת הכלל	אומת			Shoel uMeshiv Mahadura VI 24:1 (Lemberg, 1865-1890 [he])
10	136	כִּילְיוֹן עֵינַיִים	כיליון עיניים	כיליון-עיניים	⚠ דרוש מקור	שוכתב			ערך: כיליון עיניים
10	137	לֹא יְסוּלָּא בְּפָז	לא יסולא בפז	לא-יסולא-בפז	ויקיטקסט · נחלת הכלל	אומת			דו"ח מבקר המדינה/שנת 2014/מאי/פרק ג
10	138	קַל רַגְלַיִים	קל רגליים	קל-רגליים	⚠ דרוש מקור	אומת			קל
10	139	שְׁעַת כּוֹשֶׁר	שעת כושר	שעת-כושר	ספריא · נחלת הכלל	אומת			Ateret Zekenim on Shulchan Arukh, Orach Chayim 160:3 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
10	140	עִיר פְּרָזוֹת	עיר פרזות	עיר-פרזות	ספריא · נחלת הכלל	אומת			Lechem Shamayim on Mishnah Ketubot 13:10:2 (Jerusalem, 1978 [he])
10	141	נַחַל אֵיתָן	נחל איתן	נחל-איתן	ויקינתונים (CC0)	שוכתב			L79784
10	142	קֵירֵחַ מִכָּאן וּמִכָּאן	קירח מכאן ומכאן	קירח-מכאן-ומכאן	⚠ דרוש מקור	אומת			קרח מכאן ומכאן
10	143	שׁוֹקֶת שְׁבוּרָה	שוקת שבורה	שוקת-שבורה	ויקיטקסט · נחלת הכלל	אומת			בלבבי משכן אבנה (שוורץ)/חלק ב
10	144	עָלָה עַל שִׁרְטוֹן	עלה על שרטון	עלה-על-שרטון	ויקיטקסט · נחלת הכלל	אומת			פקודת הנמלים
10	145	לְבָטִים	לבטים	לבט	ויקינתונים (CC0)	שוכתב			L212270
10	146	לִצְמִיתוּת	לצמיתות	צמת	ספריא · נחלת הכלל	אומת			Bekhor Shor, Leviticus 25:34:1 (Bekhor Shor, HaTzofeh LeHokhmat Yisrael VIII, Budapest, 1924 [he])
10	147	גְּרֵידָא	גרידא	גרידא	ויקינתונים (CC0)	אומת			L492078
10	148	בַּר מִינָּן	בר מינן	בר-מינן	ספריא · נחלת הכלל	אומת			Shenei Luchot HaBerit, Torah Shebikhtav, Yitro, Torah Ohr 53 (Shenei Luchot HaBrit, based on Amsterdam, 1698 ed. Part III [he])
