מילה	יחידה	מקור ההוכחה	מזהה/רפרנס	הערה
מַטְרוֹנָה / מַטְרוֹנִית	8	ויקינתונים (CC0)	L79038	מטרונה
עֶלֶם / עַלְמָה	8	ויקינתונים (CC0)	L67253	עלם
קְבָס / קֶבֶס	8	ויקינתונים (CC0)	L217776	קבס
קִטּוּב	8	ויקינתונים (CC0)	L81592	קיטוב
שִׁנֵּס	8	ויקינתונים (CC0)	L219564	שינס
זִכָּיוֹן	9	ויקינתונים (CC0)	L210424	זיכיון
מָגוֹף / מְגוּפָה	9	ויקינתונים (CC0)	L78764	מגוף
נָד / הִתְנוֹדֵד	9	ויקינתונים (CC0)	L214156	נד
קְסַרְקְטִין / קְסַרְקָט	9	ויקינתונים (CC0)	L81694	קסרקטין
שָׁוְא	9	ויקינתונים (CC0)	L68253	שווא
תּוֹכָחָה / תּוֹכֵחָה	9	ויקינתונים (CC0)	L220027	תוכחה
תָּכַף	9	ויקינתונים (CC0)	L492075	תיכף
אָזַר עֹז / כֹּחַ / אֹמֶץ	10	ויקינתונים (CC0)	L65701	⛔ דרוש מקור — כוח · ⚠ הלקסמה מוכיחה את המילה «כוח» בלבד — לא את הצירוף «אזר עוז» כניב. נבדק מול המטמון המקומי (29.8.2026); לא נמצאה חלופה ברשימת המקורות המותרים בלי פנייה ל-API חיצוני — לא מוכח
אִישׁ מָדוֹן / מְדָנִים	10	ויקינתונים (CC0)	L75419	איש מדון
הִסְתַּיֵּג	10	ויקינתונים (CC0)	L208383	הסתייג
חוֹסֶה	10	ויקינתונים (CC0)	L211047	חסה
מַשְׂאַת לֵב / נֶפֶש	10	ויקינתונים (CC0)	L66872	נפש
פִּזּוּר דַּעַת / נֶפֶש	10	ויקינתונים (CC0)	L66872	נפש
פִּכָּה	10	ויקינתונים (CC0)	L216744	פיכה
פְּעָמָיו	10	כתב־יד לנינגרד — נחלת הכלל	Psalms 85:14	הצורה בטקסט: «צֶדֶק לְפָנָיו יְהַלֵּךְ וְיָשֵׂם לְדֶרֶךְ פּ» · הוחלף שם הנוסח: מהדורת ספריא הדיגיטלית שצוטטה קודם נמצאה CC-BY-SA בבדיקת מקבילות (משלי ח,ב · משלי יג,יב · מלכים ב יב,יג) · ⚠ הוחלפה הפניה שגויה L217076 · ההתאמה נוצרה מנרמול והלמה שם היא מילה אחרת
צֶדַע / צְדָעַיִם / צְדָעוֹת	10	ויקינתונים (CC0)	L81237	צדע
רָמָה / עָלְתָה קַרְנוֹ	10	ויקינתונים (CC0)	L68136	רמה
שִׁפּוּל	10	ספריא · Vilna Edition (Public Domain)	Rashi on Yoma 73a:7:2	הצורה בטקסט: «מלמטה - שיפולי בגדיו:» · ⚠ הוחלפה הפניה שגויה L219805 · ההתאמה נוצרה מנרמול והלמה שם היא מילה אחרת
אִלוּלֵא	1	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Beitzah 2:7:3:3 (1536 [he])	
אֲלוּמָּת אוֹר	1	לפי מילה · CC0 / נחלת הכלל	אלומת=L204933 · אור=L1397308	אלומת: ויקינתונים · צורה (CC0) · אור: ויקינתונים · למה (CC0)
בְּגִלּוּפִין	1	נחלת הכלל / CC0 (לפי ספריא)	Siddur Ashkenaz, Shabbat, Third Meal, Atkinu 4	
בְּגַפּוֹ	1	נחלת הכלל / CC0 (לפי ספריא)	Rashbam on Exodus 21:3:1	
בֵּית בַּד	1	נחלת הכלל / CC0 (לפי ספריא)	Lechem Shamayim on Mishnah Oholot 13:4:1 (Jerusalem, 1978 [he])	
בְּפוּמְבִּי / בְּפוּמְבֵּי	1	CC BY (ייחוס בלבד)	Brief Commentary on Bava Batra 10:9:1	
הֶעֱלָה אֲרוּכָה	1	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Leviticus 13:18:2	
טְרָשִׁים	1	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, טְרָשִׁים	
יָד רוֹחֶצֶת יָד	1	⚠ דרוש מקור	ערך: יד רוחצת יד	שאילתה: יד רוחצת יד
לְדִידוֹ	1	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חבל נחלתו יח מג	שאילתה: לדידו
לַהֲגָן	1	נחלת הכלל / CC0 (לפי ספריא)	Sheyarei Korban on Jerusalem Talmud Nazir 7:3:4:3	
מְבוּסָם	1	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Bava Metzia 60a:11:2	
מֵלִיץ יוֹשֶר	1	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Chagigah 13b:6:3	
מַפַּח נֶפֶשׁ	1	נחלת הכלל / CC0 (לפי ספריא)	Melekhet Shelomoh on Mishnah Rosh Hashanah 2:6:6	
מְשׁוּנָּן	1	נחלת הכלל / CC0 (לפי ספריא)	Mishmeret HaBayit on Torat HaBayit HaAroch, The Fourth House, The Second Gate 1:17 (Gerlitz edition, published by Oraita [he])	
נוֹטֵר טִינָה	1	⚠ דרוש מקור	עוין	שאילתה: נוטר טינה
נֶחָמָה פּוּרְתָּא	1	נחלת הכלל / CC0 (לפי ספריא)	Justice in the Jewish State according to the Torah 17:12 (Tel Aviv, 1936 [he])	שאילתה: נחמה פורתא
עָמַד מִנֶּגֶד / מִן הַצַּד	1	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Bahya, Devarim 32:21:2	
שְׁאַט נֶפֶשׁ	1	נחלת הכלל / CC0 (לפי ספריא)	Peri Megadim on Orach Chayim, Letters 2:10 (Warsaw, 1877 [he])	
מְגֻבָּב	1	נחלת הכלל / CC0 (לפי ספריא)	Targum Jerusalem, Numbers 15:32 (Targum Jerusalem on Torah [he])	
מְזֻכָּךְ	1	נחלת הכלל / CC0 (לפי ספריא)	Talmud Eser HaSefirot, Section IV, Histaklut Penimit 1:4 (Jerusalem, 1956-1966 [he])	
הֶעֱלָה חֶרֶס בְּיָדוֹ	1	נחלת הכלל / CC0 (לפי ספריא)	Havot Yair 215:8	
אֶרֶך אַפַּיִים	2	נחלת הכלל / CC0 (לפי ספריא)	Chizkuni, Numbers 14:20:2 (Chizkuni [he])	
בַּלָאט	2	נחלת הכלל / CC0 (לפי ספריא)	Metzudat David on Judges 4:21:2 (On Your Way [he])	
בְּעֶטְיוֹ	2	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Shabbat 55b:3:1	
בַּר-מִינָן	2	נחלת הכלל / CC0 (לפי ספריא)	Shenei Luchot HaBerit, Torah Shebikhtav, Yitro, Torah Ohr 53	
בְּרֹאשׁ חוּצוֹת	2	CC BY (ייחוס בלבד)	A New Israeli Commentary on Pirkei Avot 4:4:16	
בְּרֵישׁ גְּלֵי	2	נחלת הכלל / CC0 (לפי ספריא)	Midrash Lekach Tov, Exodus 14:8:4	
גַּפַּיִם	2	נחלת הכלל / CC0 (לפי ספריא)	Yefeh To'ar on Vayikra Rabbah 6:6:6 (Midrash Rabbah, Vilna, 1878 [he])	
הִדִּיר רַגְלָיו	2	⚠ דרוש מקור	הדיר	שאילתה: הדיר רגליו
הִדִּיר שֵׁינָה מֵעֵינָיו	2	לפי מילה · CC0 / נחלת הכלל	הדיר=L206979 · שינה=L219556 · מעיניו=Hagahot HaBach on Rif Megillah 15a:7 (Vilna Edition [he])	הדיר: ויקינתונים · למה (CC0) · שינה: ויקינתונים · למה (CC0) · מעיניו: ספריא · נחלת הכלל
הֵפִיס דַעֲתוֹ	2	נחלת הכלל / CC0 (לפי ספריא)	Alshekh on Torah, Deuteronomy 31:22:1	
חָרַץ לָשׁוֹן	2	CC BY (ייחוס בלבד)	Rashi on Joshua 10:21:2	
חָתָה	2	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Rashi on Jeremiah 48:39:1	
יָרַד לְסוֹף דַעְתּוֹ	2	נחלת הכלל / CC0 (לפי ספריא)	Prisha, Choshen Mishpat 290:10:1	
יֵשׁ בְּלִבּוֹ עָלָיו	2	נחלת הכלל / CC0 (לפי ספריא)	Biur Halacha 433:8:1 (Biur Halacha [he])	שאילתה: יש בלבו עליו
כִּתְמוֹל שִׁלְשוֹם	2	נחלת הכלל / CC0 (לפי ספריא)	Haamek Davar on Exodus 5:14:2	
לֹא שְׁזָפַתּוּ עַיִן	2	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Song of Songs 1:6:2	
מוּסַר כְּלָיוֹת	2	נחלת הכלל / CC0 (לפי ספריא)	LeNevukhei HaTekufah 2:1:27	
מֶחֱוָה	2	נחלת הכלל / CC0 (לפי ספריא)	Chidushei Agadot on Megillah 16a:16	
מְטֻלָּא	2	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, מְטָלָא	
מִכְמָן	2	נחלת הכלל / CC0 (לפי ספריא)	BDB, מִכְמָן²	
מָשַׁל בְּרוּחוֹ	2	CC BY-SA (ייחוס + שיתוף זהה)	Ben Sira 48:13	
נוֹחַ לִכְעוֹס	2	נחלת הכלל / CC0 (לפי ספריא)	Pirkei Avot 5:11 (Mishnah, ed. Romm, Vilna 1913 [he])	
עִבּוּי	2	נחלת הכלל / CC0 (לפי ספריא)	Shoel uMeshiv Mahadura II 4:30:1 (Lemberg, 1865-1890 [he])	
עַל נְקַלָּה	2	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Radak on Jeremiah 6:14:2	
פִּיק בִּרְכַּיִּים	2	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חבל נחלתו כט נז	שאילתה: פיק ברכיים
קוּף הַמַּחַט	2	ספריא · A dictionary of the Talmud, London, 1927 (Public Domain)	A Dictionary of the Talmud, חֲרִיר	שאילתה: קוף המחט
קוֹרַת רוּחַ	2	נחלת הכלל / CC0 (לפי ספריא)	Kessef Mishneh on Mishneh Torah, Slaves 6:4:2 (Torat Emet 363 [he])	
קָפַץ אֶת יָדוֹ	2	נחלת הכלל / CC0 (לפי ספריא)	Chidushei Chatam Sofer on Shabbat 7a:3	
קְשֵׁה עוֹרֶף	2	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra HaKatzar on Exodus 34:9:2	
רִפְיוֹן יָדַיִּם	2	CC BY-SA (ייחוס + שיתוף זהה)	Rashi on Sanhedrin 106a:14:3	
רִפְיוֹן רוּחַ	2	נחלת הכלל / CC0 (לפי ספריא)	Hakhsharat HaAvrekhim 12:9	
תּוֹחֶלֶת חַיִים	2	נחלת הכלל / CC0 (לפי ספריא)	Perush Maharzu on Shemot Rabbah 15:4:2 (Midrash Rabbah, Vilna, 1878 [he])	שאילתה: תוחלת חיים
בָּא עַל שְׂכָרוֹ	3	CC BY (ייחוס בלבד)	Birkat Asher on Torah, Exodus 20:12:6	
בְּחַדְרֵי חֲדָרִים	3	נחלת הכלל / CC0 (לפי ספריא)	Ba'er Hetev on Shulchan Arukh, Orach Chayim 301:33	
בְּרִיּוֹת	3	נחלת הכלל / CC0 (לפי ספריא)	Rif Nedarim 26a:1	
בְּשׁוֹגֵג	3	נחלת הכלל / CC0 (לפי ספריא)	Rabbeinu Gershom on Menachot 25b:2	
דִמְעוֹת תַנִּין	3	נחלת הכלל / CC0 (לפי ספריא)	Megalleh Amukkot on Torah, Vayera 3 (Lublin, 1884 [he])	שאילתה: דמעות תנין
הִטִּיל אֶת חִתּוֹ / חִתָּתוֹ	3	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Radak on Genesis 49:5:2	
הֵטִיל מוֹרָא	3	נחלת הכלל / CC0 (לפי ספריא)	Romemot El on Psalms 33:8:1	
הָלַךְ רָכִיל	3	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, קוּרְצָא	
הָלַך שְׁבִי	3	נחלת הכלל / CC0 (לפי ספריא)	Mechokekei Yehudah; Yahel Ohr, Exodus 2:110:1 (Piotrkow, 1907-1911 [he])	שאילתה: הלך שבי
הָלַך שׁוֹלַל	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	מי מרום/חלק א/פתיחה א	שאילתה: הלך שולל
הֵקִיץ הַקֵץ	3	נחלת הכלל / CC0 (לפי ספריא)	Malbim on Ezekiel 7:6:1 (On Your Way [he])	
הִשִּׂיא עֵצָה	3	נחלת הכלל / CC0 (לפי ספריא)	Matnot Kehunah on Bamidbar Rabbah 13:15:5	
זָרָה אֲבָק / חוֹל בַּעֵינַיִים	3	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, אִבֵּק	
חוֹשֶׁךְ מִצְרַיִם	3	נחלת הכלל / CC0 (לפי ספריא)	Ya'arot Devash II 2:3	
חֵרֵף נַפְשוֹ	3	נחלת הכלל / CC0 (לפי ספריא)	Mechokekei Yehudah; Yahel Ohr, Genesis 49:40:1	
יְחִידֵי סְגוּלָה	3	נחלת הכלל / CC0 (לפי ספריא)	Pat Lechem, Fourth Treatise on Trust 7:39	
יְלוּדָה	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	אין פשרות רק תורה/דברים	שאילתה: ילודה
יָצָא מִכֵּלָיו	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	החטא ועונשו (ברנר)/חלק שלישי/פרק V	שאילתה: יצא מכליו
יְקַר הַמְּצִיאוּת	3	נחלת הכלל / CC0 (לפי ספריא)	Shem HaGedolim, Maarekhet Sefarim, Letter Dalet 31:1 (Podgorze, 1905 (Wikisource edition) [he])	
לְמוֹתָר	3	נחלת הכלל / CC0 (לפי ספריא)	Kessef Mishneh on Mishneh Torah, Sheqel Dues 2:3:2	
מבוֹאָר	3	נחלת הכלל / CC0 (לפי ספריא)	Beit Yosef, Even HaEzer 50:9:1	
מֵחוּשִׁים	3	נחלת הכלל / CC0 (לפי ספריא)	Tov haLevanon, First Treatise on Unity 10:100	
מֵי תְּהוֹם	3	נחלת הכלל / CC0 (לפי ספריא)	Metzudat David on Isaiah 51:10:2	
מְיוֹעָר	3	ויקיטקסט · נחלת הכלל (טקסט מקורי)	חוק רשות הנמלים	שאילתה: מיוער
מַקְצֵרָה	3	נחלת הכלל / CC0 (לפי ספריא)	Peri Megadim on Orach Chayim, Eshel Avraham 64:3:3 (Warsaw, 1877 [he])	
מִשְׁעֶנֶת קָנֶה רָצוּץ	3	נחלת הכלל / CC0 (לפי ספריא)	Bechinat Olam 8:15	
נִבְצַר מִמֶנּוּ	3	נחלת הכלל / CC0 (לפי ספריא)	Against Flaccus 10:10 (Tel Aviv, 1936 [he])	
נָטָה חֶסֶד	3	נחלת הכלל / CC0 (לפי ספריא)	Siftei Kohen on Torah, Genesis 39:20:1 (Warsaw, 1883 [he])	שאילתה: נטה חסד
נִים וְלָא נִים	3	נחלת הכלל / CC0 (לפי ספריא)	Tosafot on Niddah 63a:4:1	
נָצַר אֶת לְשׁוֹנוֹ / פִּיו	3	נחלת הכלל / CC0 (לפי ספריא)	Midrash Tannaim on Deuteronomy 22:28:8	
עַל רֶגֶל אַחַת	3	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 18:74	
עָמַד עַל טִיבוֹ	3	נחלת הכלל / CC0 (לפי ספריא)	Torat HaBayit HaAroch, The Fifth House, The Second Gate 1 (Gerlitz edition, published by Oraita [he])	שאילתה: עמד טיבו
קוֹצֶר רוּחַ	3	נחלת הכלל / CC0 (לפי ספריא)	Haggahot Ya'avetz on Avot D'Rabbi Natan 27:3:2 (Talmud Bavli, Vilna 1883 ed. [he])	
קְשֵׁה לֵב	3	נחלת הכלל / CC0 (לפי ספריא)	Nimukei Yosef on Bava Metzia 35a:15	
רִיפָּה אֶת יָדָיו	3	ויקיפדיה · CC BY-SA	חוניו השלישי	שאילתה: ריפה את ידיו
שִׂמְחָה לְאֵיד	3	CC BY (ייחוס בלבד)	A New Israeli Commentary on Pirkei Avot 4:19:9	
אֲחִיזַת עֵינַיִים	4	נחלת הכלל / CC0 (לפי ספריא)	Nishmat Chayyim, Third Treatise 20:2 (Warsaw, 1876 [he])	
אֵיכָה?	4	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Zohar, Balak 17:230	
אִימּוּם	4	נחלת הכלל / CC0 (לפי ספריא)	Jastrow, אימן	
אֵיפָה וְאֵיפָה	4	CC BY-SA (ייחוס + שיתוף זהה)	Mishneh Torah, Negative Mitzvot 272	
אֵיתָן בְּדַעְתוֹ	4	נחלת הכלל / CC0 (לפי ספריא)	Avodat HaMelekh on Mishneh Torah, Foreign Worship and Customs of the Nations 1:3:1 (Friedberg Edition [he])	שאילתה: איתן בדעתו
בִּמְשוּרָה	4	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Leviticus 19:36:3 (On Your Way [he])	
בָּעֲרָה חֲמָתוֹ	4	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Radak on I Samuel 17:48:1	
בַּר-כִּבּוּשׁ	4	נחלת הכלל / CC0 (לפי ספריא)	Responsa Chatam Sofer, Yoreh De'ah 19:9	
דָּשׁ בַּעֲקֵבָיו	4	נחלת הכלל / CC0 (לפי ספריא)	Shem MiShmuel, Eikev 4:8	
הִקָּווּת	4	נחלת הכלל / CC0 (לפי ספריא)	Meiri on Psalms 93:3:1 (Jerusalem, 1936 [he])	
הִלְבִּין פָּנִים	4	נחלת הכלל / CC0 (לפי ספריא)	Ritva on Ketubot 68a:1	
הִסְבִּיר פָּנִים	4	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, סְבַר אַפִּין	
הִקְשָה אֶת לִיבּוֹ / עָרְפּוֹ	4	נחלת הכלל / CC0 (לפי ספריא)	Sha'arei Torat Eretz Yisrael on Jerusalem Talmud Kiddushin 2:8:3:1 (Jerusalem, 1940 [he])	
הֶרֶף עַיִן	4	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Berakhot 1:1:15:2	
חוּצוֹת	4	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Samekh 88	
חִיבּוּץ	4	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות תכנון משק החלב (הוראות לעניין הסדרת ייצור, שיווק וויסות של חלב)	שאילתה: חיבוץ
חַלּוּק נַחַל	4	לפי מילה · CC0 / נחלת הכלל	חלוק=L210933 · נחל=L214380	חלוק: ויקינתונים · למה (CC0) · נחל: ויקינתונים · למה (CC0)
יְדִיד נֶפֶשׁ	4	נחלת הכלל / CC0 (לפי ספריא)	Siddur Edot HaMizrach, Third Meal 21	
יָרַד לַטִּמְיוֹן	4	נחלת הכלל / CC0 (לפי ספריא)	Ma'amar Torat HaBayit 11:1 (Piotrkow, 1907 [he])	שאילתה: ירד לטמיון
כִּתֵּת אֶת רַגְלָיו	4	נחלת הכלל / CC0 (לפי ספריא)	Em LaMikra, Deuteronomy 1:13:16 (Livorno, 1862-1863 [he])	שאילתה: כתת את רגליו
מְאוּבָּן	4	נחלת הכלל / CC0 (לפי ספריא)	Responsa Chatam Sofer, Even HaEzer 2:118:19 (Pressburg, 1855-1864 [he])	
מַטָף	4	נחלת הכלל / CC0 (לפי ספריא)	Korban Netanel on Taanit 26:7 (Vilna Edition [he])	
מְפַעְפֵּעַ	4	נחלת הכלל / CC0 (לפי ספריא)	Prisha, Yoreh De'ah 105:13:1	
נִכְנַס בָּעֳבִי הַקוֹרָה	4	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Genesis 14:5:2	
נְקִי כַּפַּיִים	4	נחלת הכלל / CC0 (לפי ספריא)	Peri Tzadik, Tazria 4:2 (Pri Tzaddik, Lublin, 1901 [he])	
נְקָפוֹ לִבּוֹ / מַצְפּוּנוֹ	4	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Keritot 24a:8:2	
עוּל יָמִים	4	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)	Rashi on Isaiah 65:20:1	
עַל מֵי מְנוּחוֹת	4	CC BY (ייחוס בלבד)	Shabbat Siddur Sefard Linear, Songs for Seudah Shelishis 17	
עָמַד עַל דַּעְתוֹ	4	נחלת הכלל / CC0 (לפי ספריא)	Yefeh To'ar on Shemot Rabbah 6:1:2 (Midrash Rabbah, Vilna, 1878 [he])	
עֲקֵב בְּצַד אֲגוּדָל	4	נחלת הכלל / CC0 (לפי ספריא)	Matnot Kehunah on Bereshit Rabbah 22:6:19	
עָשָׂה שַׁמּוֹת	4	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 1:64	
פּוֹשֵׁט יָד	4	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Pesachim 118b:17:1	
שְׁאָר רוּחַ	4	נחלת הכלל / CC0 (לפי ספריא)	Haamek Davar on Genesis 1:2:4	
שָׂם לְאַל	4	נחלת הכלל / CC0 (לפי ספריא)	Yefeh To'ar on Bereshit Rabbah 82:3:1	
אֵין-אוֹנִים	5	נחלת הכלל / CC0 (לפי ספריא)	Ibn Ezra on Isaiah 40:29:1	
אַסְקופָּה הַנִּדְרֶסֶת	5	נחלת הכלל / CC0 (לפי ספריא)	Sefer HaTashbetz, Introduction 84 (Sefer ha-tashbetz, Lemberg, 1891 [he])	
בָּא בַּיָּמִים	5	נחלת הכלל / CC0 (לפי ספריא)	Midrash Tanchuma Buber, Chayei Sara 6:2	
בֶּדֶק בַּיִת	5	נחלת הכלל (מקרא עתיק) — תרגום האנגלית שלנו, לא ממקור מוגן	מלכים ב יב, ו · «בֶּדֶק הַבַּיִת» (גם פס' ח, יג; מלכים ב כב, ה; דברי הימים ב לד, י)	הוחלף בהוראת חגי (29.8.2026): המקור הקודם ציטט תרגום אנגלי מסחרי (1989) לפירוש רב הירש על ויקרא כז, שרישיונו מוטל בספק. הצירוף עצמו מוכח מהמקרא (נחלת הכלל); התרגום 'house repair / overhaul' (בהשאלה: תיקון יסודי) הוא תרגום שלנו
בְּהֶנֵף יָד	5	ויקיפדיה · CC BY-SA	מינוטאור (ספר)	שאילתה: בהנף יד
בִּזְעֵיר אֲנְפִּין	5	נחלת הכלל / CC0 (לפי ספריא)	Pri Etz Chaim, Gate of the Recitation of the Shema 23:3 (Pri Etz Chaim [he])	
בֵּין הַמְּצָרִים	5	נחלת הכלל / CC0 (לפי ספריא)	Palgei Mayim on Lamentations 1:3:4	
בֵּין הַשִּׁיטִין	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Menachot 30b:2:1 (Vilna Edition [he])	
בֵּית גְּנָזִים	5	נחלת הכלל / CC0 (לפי ספריא)	A Dictionary of the Talmud, אַרְכִיוֹן	
בֵּית נְכוֹת	5	נחלת הכלל / CC0 (לפי ספריא)	Toratan shel Rishonim, Title Page 1	
בֶּן-דְּמוּתוֹ	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	האינקוויזיטור הגדול	שאילתה: בן-דמותו
בְּצוֹק הָעִתִּים	5	נחלת הכלל / CC0 (לפי ספריא)	Avi Ezer, Genesis 27:46:1 (Avi Ezer [he])	
בְּשָׂפָה רָפָה	5	CC BY (ייחוס בלבד)	Brief Commentary on Taanit 3:12:1	
גִּילָּה אֶת אָזְנוֹ	5	נחלת הכלל / CC0 (לפי ספריא)	Teshuvot HaRadbaz Volume 1 293:2	
דְּבָרִים בְּעָלְמָא	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Nedarim 28a:8:2	
דָּחַק אֶת הַקֵּץ	5	ספריא · Derashot El Ami, Jerusalem 1936 (Public Domain)	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 27:44 · «נִדְחַק את הקץ»	שאילתה: דחק את הקץ
דָּחַק אֶת הַשָּעָה	5	נחלת הכלל / CC0 (לפי ספריא)	Midrash Lekach Tov, Genesis 32:3:6	
דִּנְדֵּן	5	נחלת הכלל / CC0 (לפי ספריא)	Machatzit HaShekel on Orach Chayim 301:17:2 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893, Vol 1 [he])	
חִלּוּפֵי גַּבְרֵי	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	מגילת אחימעץ/תוכן	שאילתה: חלופי גברי
חֲלִיפַת מִכְתָּבִים	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	יומן ירושלים (ארלוזורוב)/על ה"אוטומנציפציה" לפינסקר	שאילתה: חליפת מכתבים
חֲפוּי רֹאשׁ	5	נחלת הכלל / CC0 (לפי ספריא)	Shadal on Isaiah 25:7:2	
טְפָחוֹת	5	נחלת הכלל / CC0 (לפי ספריא)	Metzudat David on Psalms 39:6:1	
יוֹשֵׁב קְרָנוֹת	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Kiddushin 25a:3:2	
יֵש דְּבָרִים בְּגוֹ	5	נחלת הכלל / CC0 (לפי ספריא)	Sermons Unto My People, Chanuka, Purim, and Special Shabbatot 17:100	
כְּזַיִת	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Zevachim 30b:17:1 (Vilna Edition [he])	
כִּמְטַחֲוֵי קֶשֶׁת	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Sukkah 53a:8:2	
לְעֵילָא וּלְעֵילָא	5	נחלת הכלל / CC0 (לפי ספריא)	Yahel Ohr on Zohar 3:118b:4	
מִיטַת סְדוֹם	5	ספריא · LeNevukhei HaTekufah (Public Domain)	LeNevukhei HaTekufah 4:3:23 · «בְּמיטת סדום»	שאילתה: מיטת סדום
מְסוּפָּק	5	נחלת הכלל / CC0 (לפי ספריא)	Ba'er Hetev on Shulchan Arukh, Orach Chayim 618:5	
מְעֻקָּר	5	נחלת הכלל / CC0 (לפי ספריא)	Mikdash Melekh on Zohar 1:7b:4 (Zholkva, 1864 [he])	
מַרְבֵּק	5	נחלת הכלל / CC0 (לפי ספריא)	Malbim Beur Hamilot on Jeremiah 46:21:1	
נֶחְבָּא אֶל הַכֵּלִים	5	נחלת הכלל / CC0 (לפי ספריא)	Avi Ezer, Leviticus 2:5:1	
נָס לֵחוֹ	5	נחלת הכלל / CC0 (לפי ספריא)	Rashi on Deuteronomy 34:7:2 (Pentateuch with Rashi's commentary by M. Rosenbaum and A.M. Silbermann, 1929-1934 [en])	
עֲשָׂבִים שּׁוֹטִים	5	ויקיטקסט · נחלת הכלל (טקסט מקורי)	תקנות הזרעים (מכירה)	שאילתה: עשבים שוטים
פּוֹשֵט עוֹרוֹת	5	נחלת הכלל / CC0 (לפי ספריא)	Responsa Maharashdam, Yoreh Deah 39:1 (She'elot uTeshuvot Maharashdam, Lemberg, 1862 [he])	
קַרְתָן	5	נחלת הכלל / CC0 (לפי ספריא)	Ralbag on I Chronicles 6:61:2	
רוֹדֵף שְׂרָרָה	5	נחלת הכלל / CC0 (לפי ספריא)	Teshuvot Maharik 117:2	
שְׁנָתוֹת	5	נחלת הכלל / CC0 (לפי ספריא)	Tosafot on Menachot 87b:21:1	
שָׁעָה קַלָּה	5	נחלת הכלל / CC0 (לפי ספריא)	Penei Moshe on Jerusalem Talmud Yoma 3:2:6:3 (1536 [he])	
שָׁקַט עַל שְׁמָרָיו	5	נחלת הכלל / CC0 (לפי ספריא)	Shadal on Isaiah 25:6:5	
אוֹרֶךְ רוּחַ	6	נחלת הכלל / CC0 (לפי ספריא)	Ritva on Eruvin 56b:1 (Chidushi HaRitva, Amsterdam, 1729 [he])	שאילתה: אורך רוח
אֲחוּז תְּזָזִית	6	CC BY (ייחוס בלבד)	Zikaron leYom Rishon, Part I; Teshuvah, The Matter Depends Upon Me Alone 23	
אֵין יָדוֹ מַשֶּׂגֶת	6	נחלת הכלל / CC0 (לפי ספריא)	Shulchan Arukh, Orach Chayim 263:3	
אַלְיָה וְקוֹץ בָּהּ	6	נחלת הכלל / CC0 (לפי ספריא)	Hegyonot El Ami, Volume II, Chayei Sara 20:22	
אַמְבָּר	6	נחלת הכלל / CC0 (לפי ספריא)	Sefer HeArukh, Letter Alef 424	
