k	unit	term	gloss	bold	en	he
661a2a5cddc7	8	scarce	נדיר; מועט	נדירים	Fresh water was <b>scarce</b> in the desert regions.	מים טריים היו <b>נדירים</b> באזורי המדבר.
c324d018d0a4	8	scatter	לפזר	תפזר	The strong wind will <b>scatter</b> the dry leaves.	הרוח החזקה <b>תפזר</b> את העלים היבשים.
1e5988510f9f	8	sentiments	רגשות; דעה	הרגשות	His <b>sentiments</b> about the situation were quite mixed.	<b>הרגשות</b> שלו לגבי המצב היו מעורבים למדי.
4cc87965c81a	8	shatter	לנפץ, להרוס, לקעקע	תתנפץ	The glass will <b>shatter</b> if you drop it.	הזכוכית <b>תתנפץ</b> אם תפיל אותה.
ecbc3f00b2a8	8	shepherd	רועה צאן	רועה הצאן	The <b>shepherd</b> led his flock to the meadow.	<b>רועה הצאן</b> הוביל את העדר שלו למרעה.
62cc3f69d614	8	sincerity	כנות	בכנות	She spoke with <b>sincerity</b> about her true feelings.	היא דיברה <b>בכנות</b> על רגשותיה האמיתיים.
6b3f0d98e497	8	slaughterhouse	בית מטבחיים	בית המטבחיים	The <b>slaughterhouse</b> processed hundreds of animals for meat every single day.	<b>בית המטבחיים</b> עיבד מאות בעלי חיים לבשר בכל יום.
53f60f3d8e1a	8	slender	רזה	הרזה	The <b>slender</b> dancer moved gracefully across the stage.	הרקדנית <b>הרזה</b> זזה בחן על הבמה.
21167eb04040	8	soil	אדמה; לכלוך	האדמה	The farmer carefully prepared the <b>soil</b> for planting.	החקלאי הכין בקפידה את <b>האדמה</b> לשתילה.
d70a804faaee	8	solely	בלבד, רק	אך ורק	Her success was due <b>solely</b> to hard work.	הצלחתה נבעה <b>אך ורק</b> מעבודה קשה.
49ae336273e4	8	solitary	מבודד	בודד	She spent a <b>solitary</b> evening at home, seeing no one at all.	היא בילתה ערב <b>בודד</b> בבית, בלי לראות אף אחד.
87eb29070fdd	8	spike	זינוק, יתד; מסמר	היתד	He drove the <b>spike</b> deep into the ground.	הוא נעץ את <b>היתד</b> עמוק באדמה.
abb95a23c07f	8	steer	לנווט, להוביל	ינווט	The captain will <b>steer</b> the ship through the storm.	הקברניט <b>ינווט</b> את הספינה דרך הסערה.
1d6cc8d2e0e6	8	stem	גבעול, גזע; לנבוע מ-, להיווצר מ-	הגבעול	The <b>stem</b> of the flower was very thick.	<b>הגבעול</b> של הפרח היה עבה מאוד.
821abea7a876	8	stiff	נוקשה	נוקשים	The new leather boots felt <b>stiff</b> and uncomfortable.	המגפיים החדשים מעור הרגישו <b>נוקשים</b> ולא נוחים.
8ff1646de519	8	stimulate	לעורר, להמריץ	תעורר	The presentation will <b>stimulate</b> interest in the topic.	המצגת <b>תעורר</b> עניין בנושא.
b3893f26f9e8	8	subsequently	לאחר מכן, אחר כך, בהמשך	ולאחר מכן	They married in June and <b>subsequently</b> had children.	הם התחתנו ביוני <b>ולאחר מכן</b> הביאו ילדים לעולם.
287301f42e7e	8	superficial	שטחי	השטחי	His <b>superficial</b> charm hid the fact that he had no real skills.	הקסם <b>השטחי</b> שלו הסתיר את העובדה שלא היו לו כישורים אמיתיים.
36fbff892ceb	8	surrounding	מקיף, סובב	המקיף	The <b>surrounding</b> forest protected the small village from harsh winter winds.	היער <b>המקיף</b> הגן על הכפר הקטן מפני רוחות חורף קשות.
61ccf281aae8	8	tender	רך	הרכים	The <b>tender</b> leaves of spring roses require careful handling and water.	העלים <b>הרכים</b> של ורדי האביב דורשים טיפול זהיר והשקיה.
e8dc4531b17d	8	tin	בדיל, עשוי מפח	הפח	The old <b>tin</b> roof had rusted after many years of rain.	גג <b>הפח</b> הישן החליד אחרי שנים רבות של גשם.
f7d49e698bc4	8	urge	לדחוק ב, לעודד, לדחוף; דחף, רצון, תשוקה	דוחק	I <b>urge</b> you to start the project before the deadline arrives tomorrow.	אני <b>דוחק</b> בך להתחיל בפרויקט לפני שהמועד האחרון יגיע מחר.
89c12f084702	8	vacant	פנוי, ריק	הפנויה	The <b>vacant</b> apartment sat unused at the end of the hallway for years.	הדירה <b>הפנויה</b> עמדה לא בשימוש בקצה המסדרון במשך שנים.
604c307e1809	8	vast	עצום, נרחב, רחב ידיים	העצום	The <b>vast</b> desert stretched for hundreds of miles in every direction.	המדבר <b>העצום</b> נמתח על פני מאות קילומטרים בכל כיוון.
c86ee176ee92	8	verdict	פסק דין, פסיקה	פסק הדין	The jury announced their <b>verdict</b> after deliberating for three full days.	חבר המושבעים הכריז על <b>פסק הדין</b> שלו אחרי שלושה ימי דיונים מלאים.
b65bce425bed	8	vice versa	להיפך	ולהיפך	Parents help their children learn, and <b>vice versa</b> in many situations.	הורים עוזרים לילדיהם ללמוד, <b>ולהיפך</b> במצבים רבים.
18baa7145bbc	8	violate	להפר, לחלל	תפר	If you <b>violate</b> the traffic laws, you will receive a heavy fine.	אם <b>תפר</b> את חוקי התנועה, תקבל קנס כבד.
e45fb7caa2cb	8	viper	צפע	הצפע	The <b>viper</b> was discovered coiled near the garden shed yesterday.	<b>הצפע</b> התגלה מכורבל ליד מחסן הגינה אתמול.
3175bf74faaa	8	wanted	לרצות, מבוקש	המבוקש	The <b>wanted</b> criminal was finally arrested after ten years on the run.	הפושע <b>המבוקש</b> נעצר לבסוף אחרי עשר שנים במנוסה.
eb8a75f0f373	8	wardrobe	ארון בגדים; מלתחה	ארון הבגדים	Her <b>wardrobe</b> contained hundreds of dresses, shirts, and shoes neatly organized.	<b>ארון הבגדים</b> שלה הכיל מאות שמלות, חולצות ונעליים מסודרות בקפידה.
bb679624a7ba	8	widespread	נפוץ	נפוצה	The flu became <b>widespread</b> across the country during the winter season.	השפעת הפכה <b>נפוצה</b> ברחבי הארץ במהלך עונת החורף.
819a64cc44af	9	accumulate	לצבור, לאסוף	להצטבר	Over many years, dust tends to <b>accumulate</b> under the furniture.	במשך שנים רבות, אבק נוטה <b>להצטבר</b> מתחת לרהיטים.
ea1c9c8929c3	9	accustomed	מורגל	מורגלת	She was <b>accustomed</b> to waking up early every morning for work.	היא הייתה <b>מורגלת</b> להתעורר מוקדם כל בוקר לעבודה.
b0705722b1d2	9	acquisition	רכישה	רכישת	The company's <b>acquisition</b> of the startup was announced in the news.	<b>רכישת</b> הסטארטאפ על ידי החברה פורסמה בחדשות.
6d0ef0607742	9	adhere	לדבוק ב-, לדגול ב-	דבקים	Good scientists <b>adhere</b> strictly to the methods outlined in their research.	מדענים טובים <b>דבקים</b> בקפדנות בשיטות המתוארות במחקר שלהם.
b49cc5aafa6e	9	administer	לנהל, לפקח; לתת, לחלק	מנהל	The principal <b>administers</b> the entire school and all of its policies.	המנהל <b>מנהל</b> את כל בית הספר ואת כל המדיניות שלו.
20e61d347d76	9	adolescence	גיל ההתבגרות	בגיל ההתבגרות	During <b>adolescence</b>, many teenagers start to question their parents' rules.	<b>בגיל ההתבגרות</b>, בני נוער רבים מתחילים להטיל ספק בחוקי הוריהם.
89410969488c	9	aisle	מעבר	המעבר	The shopping cart blocked the entire <b>aisle</b> in the grocery store.	עגלת הקניות חסמה את כל <b>המעבר</b> בסופרמרקט.
88c9cb7067d2	9	ambiguous	דו משמעי, לא לגמרי ברור	דו משמעיות	The instructions were <b>ambiguous</b>, so the students asked for clarification.	ההוראות היו <b>דו משמעיות</b>, אז התלמידים ביקשו הבהרה.
f95a7e222bcb	9	amputation	קטיעה	לקטיעה	Severe frostbite led to the <b>amputation</b> of two of his fingers.	כפור קשה הוביל <b>לקטיעה</b> של שתיים מאצבעותיו.
6bc97aad49dc	9	anticipate	לצפות	צופים	Scientists <b>anticipate</b> that temperatures will rise significantly over the coming decades.	מדענים <b>צופים</b> שהטמפרטורות יעלו משמעותית בעשורים הקרובים.
a172354ec81c	9	anxiety	חרדה	לחרדה	Public speaking causes <b>anxiety</b> in many people who fear large audiences.	דיבור בפני קהל גורם <b>לחרדה</b> אצל אנשים רבים שחוששים מקהל גדול.
5537ba26950b	9	apparatus	מכשיר, ציוד, מערכת מכשירים; מנגנון	הציוד	The laboratory <b>apparatus</b> was expensive and required careful maintenance.	<b>הציוד</b> המעבדתי היה יקר ודרש תחזוקה קפדנית.
09960f666bef	9	apparent	ברור, נראה לעין; לכאורה, מדומה	התברר	It became <b>apparent</b> that the plan had failed when nobody showed up.	<b>התברר</b> שהתוכנית נכשלה כשאף אחד לא הופיע.
7b46c5947659	9	appoint	למנות	תמנה	The committee will <b>appoint</b> a new manager to lead the project.	הוועדה <b>תמנה</b> מנהל חדש שיוביל את הפרויקט.
363808b0d881	9	arise, arose	לצוץ, לקום, קם	קמה	She <b>arose</b> from her bed early to watch the sunrise.	היא <b>קמה</b> ממיטתה מוקדם כדי לצפות בזריחה.
06ba5a6f6768	9	ark	תיבה	תיבת	The old wooden <b>ark</b> held blankets and tools inside the barn.	<b>תיבת</b> העץ הישנה החזיקה שמיכות וכלים בתוך האסם.
4958f7c0e7f3	9	assertion	טענה, קביעה	הטענה	His <b>assertion</b> that he was innocent was not believed by the jury.	<b>הטענה</b> שלו שהוא חף מפשע לא הייתה אמינה בעיני חבר המושבעים.
89586ab0da91	9	assess	להעריך, לאמוד	יעריך	The teacher will <b>assess</b> each student's progress during the semester.	המורה <b>יעריך</b> את ההתקדמות של כל תלמיד במהלך הסמסטר.
c53ba59bd05f	9	attendant	משרת, מטפל, מלווה	המלווה	The hotel <b>attendant</b> helped carry our luggage to the room.	<b>המלווה</b> במלון עזר לשאת את המזוודות שלנו לחדר.
bde5376b6cbb	9	attribute	לייחס, לקשר; תכונה, מאפיין	ייחסה	She <b>attributed</b> the accident to driver error and heavy rain.	היא <b>ייחסה</b> את התאונה לטעות של הנהג ולגשם כבד.
905d088a5280	9	awe	יראת כבוד	ביראת כבוד	Standing before the ancient temple filled her with profound <b>awe</b>.	העמידה מול המקדש העתיק מילאה אותה <b>ביראת כבוד</b> עמוקה.
813552df077c	9	basin	אגן, כיור	האגן	She filled the ceramic <b>basin</b> with cool water for washing.	היא מילאה את <b>האגן</b> הקרמי במים קרים לרחצה.
654439ba2a82	9	beak	מקור	המקור	The parrot cracked nuts using its powerful curved <b>beak</b>.	התוכי פיצח אגוזים באמצעות <b>המקור</b> המעוקל והחזק שלו.
b719ba3c3c91	9	botanist	בוטנאי	הבוטנאי	The <b>botanist</b> spent decades studying endangered plant species worldwide.	<b>הבוטנאי</b> הקדיש עשרות שנים לחקר מיני צמחים בסכנת הכחדה ברחבי העולם.
114c8e4efa14	9	burden	נטל, עול; להכביד	לעול	Caring for her elderly parents became an emotional <b>burden</b>.	הטיפול בהוריה הקשישים הפך <b>לעול</b> רגשי.
d44267e322c5	9	burglar	פורץ	הפורץ	The <b>burglar</b> entered the house through an unlocked basement window.	<b>הפורץ</b> נכנס לבית דרך חלון מרתף לא נעול.
8efbe14acafb	9	carve	לגלף, לחטוב; לחתוך (בשר); לחרוט	גילף	He <b>carved</b> an intricate wooden statue with his pocket knife.	הוא <b>גילף</b> פסל עץ מורכב באמצעות אולר הכיס שלו.
896c72ea0072	9	characterize	לאפיין	מאפיינים	Historians <b>characterize</b> him as one of the greatest leaders.	היסטוריונים <b>מאפיינים</b> אותו כאחד המנהיגים הגדולים ביותר.
259af0fb2011	9	chariot	מרכבה	מרכבתו	The warrior rode his golden <b>chariot</b> across the desert.	הלוחם רכב על <b>מרכבתו</b> הזהובה לרוחב המדבר.
aaa5860c2823	9	circulate	להפיץ; לנוע במחזוריות	הופץ	The memo was promptly <b>circulated</b> to all employees this morning.	התזכיר <b>הופץ</b> מיד לכל העובדים הבוקר.
07d1448531c5	9	circumstance	מצב, תנאי, נסיבות	בנסיבות	Under these <b>circumstances</b>, we have absolutely no better option.	<b>בנסיבות</b> אלה, אין לנו שום ברירה טובה יותר.
f00f226db015	9	coexistence	דו-קיום	לדו-קיום	The two roommates finally reached peaceful <b>coexistence</b> after resolving their kitchen disputes.	שני השותפים לדירה הגיעו לבסוף <b>לדו-קיום</b> שליו לאחר שפתרו את חילוקי הדעות במטבח.
ad9f140f24a4	9	commence	להתחיל	יתחיל	The concert will <b>commence</b> at eight o'clock this evening.	הקונצרט <b>יתחיל</b> היום בשעה שמונה בערב.
211f775f5098	9	commodity	סחורה, מצרך	לסחורה	Oil has become a precious <b>commodity</b> in global markets.	הנפט הפך <b>לסחורה</b> יקרת ערך בשווקים העולמיים.
a5d7e5ee4dc6	9	communal	קהילתי, משותף, ציבורי	המשותפת	The <b>communal</b> garden is shared by all neighborhood residents.	הגינה <b>המשותפת</b> נמצאת בשימוש כל תושבי השכונה.
8eb65c87126b	9	comparable	בר-השוואה	ברי השוואה	These two laptops are <b>comparable</b> in price and specifications.	שני המחשבים הניידים האלה <b>ברי השוואה</b> מבחינת מחיר ומפרט.
3b79f4352d40	9	compel	לאלץ, לחייב	מאלצים	School attendance laws <b>compel</b> parents to enroll their children.	חוקי חובת הלימוד <b>מאלצים</b> הורים לרשום את ילדיהם לבית הספר.
415355db5a93	9	composed	רגוע, שלו, שולט בעצמו; הלחין, חיבר; מורכב	רגועה	She remained <b>composed</b> while everyone else panicked during the sudden power outage.	היא נשארה <b>רגועה</b> בזמן שכולם נכנסו לפאניקה בהפסקת החשמל הפתאומית.
1d02ca3670de	9	conception	תפיסה	התפיסה	Their <b>conception</b> of success differed greatly from ours.	<b>התפיסה</b> שלהם את ההצלחה הייתה שונה מאוד משלנו.
40121d98c26e	9	condemned	לגנות; נידון ל-	גינו	Critics <b>condemned</b> the movie's disappointing ending and rushed final act.	המבקרים <b>גינו</b> את הסיום המאכזב והמערכה האחרונה החפוזה של הסרט.
bd10045eec19	9	confiscate	להחרים	יחרימו	Security guards will <b>confiscate</b> prohibited items at the entrance.	מאבטחים <b>יחרימו</b> פריטים אסורים בכניסה.
4de5b69aa1d6	9	consist	מורכב מ-	מורכבת	The committee <b>consists</b> of five men and four women.	הוועדה <b>מורכבת</b> מחמישה גברים וארבע נשים.
815c39b77d39	9	consolidate	לאחד, לגבש	איחדה	The company <b>consolidated</b> three offices into one central headquarters.	החברה <b>איחדה</b> שלושה משרדים למטה מרכזי אחד.
9a9e8a1162aa	9	constitute	מהווים; להקים, לייסד	מהוות	Women now <b>constitute</b> half of the medical school class.	נשים <b>מהוות</b> כיום מחצית מכיתת בית הספר לרפואה.
bcb9642a1b93	9	contaminate	לזהם	זיהמה	Industrial waste <b>contaminated</b> the local drinking water supply.	פסולת תעשייתית <b>זיהמה</b> את אספקת מי השתייה המקומית.
01b960a04eaf	9	contemporary	עכשווי, מודרני; בן-זמנו, בן-תקופה	עכשווית	She prefers <b>contemporary</b> art to classical or traditional paintings.	היא מעדיפה אמנות <b>עכשווית</b> על פני ציורים קלאסיים או מסורתיים.
55019a5eb593	9	contradictory	סותר	סותרת	His latest statement is <b>contradictory</b> to what he claimed previously.	ההצהרה האחרונה שלו <b>סותרת</b> את מה שטען קודם לכן.
00ad859fcd89	9	convey	למסור, להעביר	מסר	His letter <b>conveyed</b> deep gratitude and sincere appreciation.	מכתבו <b>מסר</b> תודה עמוקה והערכה כנה.
3164dd9fdc2a	9	correspond	להתכתב; להתאים	מתכתבים	The two pen pals have <b>corresponded</b> regularly since they met in college.	שני חברי הדואר <b>מתכתבים</b> באופן קבוע מאז שנפגשו בקולג'.
192b867bce71	9	correspondence	התכתבות; התאמה	ההתכתבות	Their handwritten <b>correspondence</b> spanned more than forty remarkable years.	<b>ההתכתבות</b> בכתב יד שלהם נמשכה למעלה מארבעים שנה יוצאות דופן.
bf5990d6ac88	9	counsel	עצה, לייעץ, להדריך; פרקליט, יועץ; עורך דין	ייעץ	The therapist <b>counseled</b> her to pursue professional career advancement.	המטפל <b>ייעץ</b> לה לשאוף לקידום מקצועי בקריירה.
0bde7080c290	9	counterpart	בעל תפקיד מקביל, עמית, בן-זוג	בעל התפקיד המקביל	The CEO met with her German <b>counterpart</b> in Berlin.	המנכ"לית נפגשה עם <b>בעל התפקיד המקביל</b> לה בגרמניה בברלין.
f7ced3c28074	9	courteous	אדיב	האדיב	The <b>courteous</b> waiter greeted every guest by name and refilled water glasses without being asked.	המלצר <b>האדיב</b> בירך כל אורח בשמו ומילא מחדש כוסות מים בלי שיתבקש.
c1f3dde9bab3	9	crave	להשתוקק	השתוקקה	After months abroad, she <b>craved</b> her mother's home cooking.	אחרי חודשים בחו"ל, היא <b>השתוקקה</b> לבישול הביתי של אמה.
839a82986b72	9	crude	וולגרי, גס; גולמי	הוולגריות	His <b>crude</b> jokes offended several guests at the reception.	הבדיחות <b>הוולגריות</b> שלו פגעו בכמה מהאורחים בקבלת הפנים.
458e63c268ea	9	cuisine	מטבח, בישול	המטבח	Italian <b>cuisine</b> is beloved worldwide for its pasta dishes.	<b>המטבח</b> האיטלקי אהוב ברחבי העולם בזכות מנות הפסטה שלו.
b570c4108ccd	9	cultivate	לעבד, לטפח	מעבדת	She <b>cultivates</b> organic vegetables in her backyard garden annually.	היא <b>מעבדת</b> ירקות אורגניים בגינת החצר האחורית שלה מדי שנה.
633695e30aa7	9	czar	צאר (שליט רוסי)	הצאר	The <b>czar</b> ruled Russia with absolute power before the empire finally collapsed.	<b>הצאר</b> שלט ברוסיה בכוח מוחלט לפני שהאימפריה קרסה בסופו של דבר.
241f94cb61bd	9	deceased	נפטר	הנפטר	The <b>deceased</b> was interred in the family burial plot.	<b>הנפטר</b> נקבר בחלקת הקבורה המשפחתית.
f762010ca21b	9	deceive	להונות	הונה	He <b>deceived</b> his business partner about the real costs.	הוא <b>הונה</b> את שותפו העסקי בנוגע לעלויות האמיתיות.
12d59da11ab2	9	deduce	להסיק	הסיק	From the muddy footprints, the detective <b>deduced</b> that the thief had escaped through the garden.	מעקבות הבוץ, הבלש <b>הסיק</b> שהגנב נמלט דרך הגינה.
855fd2494653	9	defer	לעכב, לדחות; להישמע	נעכב	We will <b>defer</b> this important decision until next quarter.	<b>נעכב</b> את ההחלטה החשובה הזו עד הרבעון הבא.
c2986f0a541f	9	deformity	מום, עיוות	למום	The injury resulted in a permanent leg <b>deformity</b>.	הפציעה גרמה <b>למום</b> קבוע ברגל.
c614e0cb955c	9	deliberate	מכוון; לשקול, לבחון, לדון	מכוונת	She gave a <b>deliberate</b> pause before answering the difficult interview question.	היא עשתה הפסקה <b>מכוונת</b> לפני שענתה על שאלת הראיון הקשה.
6cc0bec2cbd0	9	delusions	אשליות, הזיות	מאשליות	He suffered from <b>delusions</b> regarding his actual social importance.	הוא סבל <b>מאשליות</b> לגבי חשיבותו החברתית האמיתית.
02dfe1cf8a2b	9	denote	לציין, לסמן	מציין	A red light <b>denotes</b> danger and signals drivers to stop.	אור אדום <b>מציין</b> סכנה ומאותת לנהגים לעצור.
bfa9ccbd39e9	9	depict	לתאר, להציג, לשרטט	תיאר	The painting <b>depicted</b> a peaceful village nestled in valleys.	הציור <b>תיאר</b> כפר שליו השוכן בין עמקים.
d224aa089a8e	9	derive	לנבוע, לשאוב, להפיק, לגזור מ-	שואבת	She <b>derives</b> genuine pleasure and satisfaction from reading novels.	היא <b>שואבת</b> הנאה וסיפוק אמיתיים מקריאת רומנים.
2fe090695ce4	9	differences	חילוקי דעות; שוני	חילוקי הדעות	The two business partners argued over their fundamental <b>differences</b> about company strategy.	שני השותפים העסקיים התווכחו על <b>חילוקי הדעות</b> היסודיים שלהם לגבי אסטרטגיית החברה.
f056d3f10a39	9	disciples	תלמידים	תלמידיו	The martial arts master trained his loyal <b>disciples</b> every morning before sunrise.	מאסטר אמנויות הלחימה אימן את <b>תלמידיו</b> הנאמנים כל בוקר לפני הזריחה.
522cc19ba52d	9	disclose	לגלות, לחשוף	גילתה	The company <b>disclosed</b> its quarterly financial results yesterday.	החברה <b>גילתה</b> אתמול את תוצאותיה הכספיות הרבעוניות.
7c44e509f3fd	9	dispatch	לשלוח, לשגר; דיווח	ישגר	The warehouse will <b>dispatch</b> your order by tomorrow.	המחסן <b>ישגר</b> את ההזמנה שלך עד מחר.
4f02436de16c	9	displacement	עקירה; תזוזה	לעקירה	The earthquake caused massive <b>displacement</b> of families from their homes.	רעידת האדמה גרמה <b>לעקירה</b> המונית של משפחות מבתיהן.
a26e44caa64f	9	dispute	מחלוקת; לערער	המחלוקת	The long <b>dispute</b> between neighbors finally ended last month.	<b>המחלוקת</b> הארוכה בין השכנים הסתיימה סוף סוף בחודש שעבר.
d3b97e4d3a78	9	disruption	שיבוש, הפרעה	לשיבוש	The strike caused major <b>disruption</b> to public transportation service.	השביתה גרמה <b>לשיבוש</b> משמעותי בשירותי התחבורה הציבורית.
0a51a3f417eb	9	draw	תיקו, שוויון; לצייר; למשוך	בתיקו	The final chess match ended in a <b>draw</b>.	משחק השחמט המכריע הסתיים <b>בתיקו</b>.
b2ef7ac59ca0	9	drought	בצורת	הבצורת	The severe <b>drought</b> left farmers without water for months.	<b>הבצורת</b> החמורה השאירה את החקלאים בלי מים במשך חודשים.
c03f938905cb	9	durable	עמיד, בר-קיימא, מחזיק מעמד	העמידות	These <b>durable</b> shoes will last many years with care.	הנעליים <b>העמידות</b> האלה יחזיקו מעמד שנים רבות בטיפול נכון.
87074b3f2a10	9	dwell	להתגורר; להתעכב	מתגוררים	My grandparents <b>dwell</b> in a small village by the coast.	סבי וסבתי <b>מתגוררים</b> בכפר קטן ליד החוף.
65b4b55fcf53	9	dwelling	משכן, בית	המשכן	The old <b>dwelling</b> on the hill belonged to the family.	<b>המשכן</b> הישן על הגבעה השתייך למשפחה.
a7ae8e01ea15	9	eel	צלופח	הצלופח	The <b>eel</b> swims through the river searching for small fish.	<b>הצלופח</b> שוחה בנהר בחיפוש אחר דגים קטנים.
47d095333cbd	9	emergence	הופעה, היווצרות	הופעתן	The <b>emergence</b> of new technologies changed how we work.	<b>הופעתן</b> של טכנולוגיות חדשות שינתה את אופן העבודה שלנו.
982c39abb2a8	9	emission	פליטה	פליטות	The factory reduced its carbon <b>emissions</b> through better equipment.	המפעל צמצם את <b>פליטות</b> הפחמן שלו באמצעות ציוד משופר.
fef70fd8f604	9	equates	להשוות, להתאים	מושווית	Success <b>equates</b> to hard work and dedication for most.	עבור רוב האנשים, הצלחה <b>מושווית</b> לעבודה קשה ומסירות.
1c16818cce46	9	erroneous	שגוי	השגוי	The <b>erroneous</b> report led the team to wrong conclusions.	הדוח <b>השגוי</b> הוביל את הצוות למסקנות שגויות.
d9d357e9672a	9	erupt	התפרץ	יתפרץ	The volcano will <b>erupt</b> and destroy everything nearby.	הר הגעש <b>יתפרץ</b> ויהרוס את כל מה שבסביבה.
9259d8c64a13	9	esteemed	מכובד	המכובד	The <b>esteemed</b> professor has won many international awards.	הפרופסור <b>המכובד</b> זכה בפרסים בינלאומיים רבים.
2f3ecd36f01e	9	evade	התחמק	להתחמק	The suspect tried to <b>evade</b> capture by running away.	החשוד ניסה <b>להתחמק</b> ממעצר על ידי בריחה.
347531e55e96	9	eventual	סופי, בסופו של דבר	הסופית	Their <b>eventual</b> goal was to open a successful restaurant.	המטרה <b>הסופית</b> שלהם הייתה לפתוח מסעדה מצליחה.
25e640dc04b4	9	exceed	לעלות על, לחרוג	יעלו על	Our company's sales this year will <b>exceed</b> every previous record.	מכירות החברה שלנו השנה <b>יעלו על</b> כל שיא קודם.
0cfade28e8eb	9	expendable	שניתן לוותר עליו	שניתן לוותר עליהם	Many workers felt <b>expendable</b> after the company cuts.	עובדים רבים הרגישו <b>שניתן לוותר עליהם</b> לאחר הקיצוצים בחברה.
059f6a8b3c70	9	expenditure	הוצאה	ההוצאה	The government cut military <b>expenditure</b> by ten percent.	הממשלה קיצצה את <b>ההוצאה</b> הצבאית בעשרה אחוזים.
7d3ada3374f2	9	famine	רעב קשה	הרעב	The terrible <b>famine</b> left millions of people desperately hungry.	<b>הרעב</b> הקשה הנורא השאיר מיליוני אנשים רעבים בייאוש.
58965d712382	9	fascinate	לרתק	מרתקים	The magician's tricks always <b>fascinate</b> the young audience members.	הטריקים של הקוסם תמיד <b>מרתקים</b> את חברי הקהל הצעירים.
67490fb4718e	9	fast	צום; מהיר	לצום	She decided to <b>fast</b> before her scheduled medical checkup this morning.	היא החליטה <b>לצום</b> לפני הבדיקה הרפואית המתוכננת שלה הבוקר.
184473be33ca	9	fertile	פורה	הפורה	The <b>fertile</b> soil in the valley grew excellent crops.	האדמה <b>הפורה</b> בעמק הצמיחה יבולים מצוינים.
36a8d54d4297	9	flight	בריחה, מנוסה; טיסה	הבריחה	Their <b>flight</b> from the dangerous city saved their lives.	<b>הבריחה</b> שלהם מהעיר המסוכנת הצילה את חייהם.
ca765f34366a	9	flock	לנהור, עדר, המון	נוהרים	Thousands of tourists <b>flock</b> to the beaches every summer.	אלפי תיירים <b>נוהרים</b> לחופים מדי קיץ.
447b66edb4a4	9	fluency	שטף	השטף	Her <b>fluency</b> in three languages impressed the entire committee.	<b>השטף</b> שלה בשלוש שפות הרשים את כל הוועדה.
a56bc9f29e80	9	fond	חובב, מחבב	חיבבה	She was <b>fond</b> of her elderly neighbor and baked cookies for him weekly.	היא <b>חיבבה</b> את שכנה הקשיש ואפתה עבורו עוגיות מדי שבוע.
db58dc8d7d44	9	foster	לטפח, לעודד, לקדם; (הורה/ילד) אומן	מטפחים	The teachers <b>foster</b> creativity in all their young students.	המורים <b>מטפחים</b> יצירתיות בכל תלמידיהם הצעירים.
d6bbe9885651	9	fugitive	נמלט, בורח מהחוק	הנמלט	The <b>fugitive</b> hid in the forest for many days.	<b>הנמלט</b> הסתתר ביער ימים רבים.
cbb28194bc81	9	glimpse	הצצה, מבט חטוף	להצצה חטופה	I caught only a <b>glimpse</b> of the famous singer.	זכיתי רק <b>להצצה חטופה</b> של הזמר המפורסם.
480c8291bcd7	9	gracious	חינני, אדיב	החינני	The <b>gracious</b> host welcomed all guests very warmly.	המארח <b>החינני</b> קיבל את פני כל האורחים בחום רב.
6d0ccb2d35c8	9	gradual	הדרגתי	ההדרגתית	The <b>gradual</b> rise in temperature went almost unnoticed by residents.	העלייה <b>ההדרגתית</b> בטמפרטורה כמעט לא הורגשה על ידי התושבים.
e0c3ed884f00	9	grim	קודר, עגום	הקודרת	The doctor's <b>grim</b> expression told them the news would not be good.	ההבעה <b>הקודרת</b> של הרופא אמרה להם שהחדשות לא יהיו טובות.
3c461d5801a8	9	groom	חתן; לטפח, לטפל	החתן	The <b>groom</b> smiled as he waited for his bride.	<b>החתן</b> חייך בעודו ממתין לכלתו.
3d5c5585150a	9	hasty	מהיר, בהול; פזיז	מהירה	He made a <b>hasty</b> decision without checking any of the facts first.	הוא קיבל החלטה <b>מהירה</b> מדי בלי לבדוק קודם אף אחת מהעובדות.
e9830358e1fb	9	hazard	סכנה, מפגע	לסכנה	The icy roads became a serious <b>hazard</b> for drivers.	הכבישים המכוסים קרח הפכו <b>לסכנה</b> רצינית עבור הנהגים.
321070257969	9	hectic	קדחתני	הקדחתני	Her <b>hectic</b> schedule left no time for rest.	לוח הזמנים <b>הקדחתני</b> שלה לא השאיר זמן למנוחה.
d04b6cdb7a90	9	humility	ענוה	הענווה	Her <b>humility</b> surprised everyone, since she never mentioned her many awards.	<b>הענווה</b> שלה הפתיעה את כולם, מכיוון שהיא מעולם לא הזכירה את הפרסים הרבים שלה.
dac4a6df1500	9	hypocrisy	צביעות	הצביעות	His <b>hypocrisy</b> was clear when his actions contradicted his words.	<b>הצביעות</b> שלו הייתה ברורה כשמעשיו סתרו את דבריו.
cfa19cea3e73	9	illicit	אסור, בלתי חוקי	האסור	The <b>illicit</b> trade in endangered animals is growing.	הסחר <b>האסור</b> בבעלי חיים בסכנת הכחדה הולך וגדל.
3597497a95c0	9	illiterate	בור, אנאלפבית	בורים	Many <b>illiterate</b> people struggle to read and write.	אנשים <b>בורים</b> רבים מתקשים לקרוא ולכתוב.
